,Names,GPA,Avg Commute Time,Technical Aptitude,Soft Skills,Years of Experience,Leadership Capability,Sex,Age,Arrest Records,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,sport_Club/Intramural,sport_NCAA/Professional,sport_None,Job Performance,Job Tenure,Military Tenure,Name,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Race,hirevue_0.0,hirevue_1.0,hirevue_2.0,referral_0.0,referral_1.0,culturalfit_0.0,culturalfit_1.0,culturalfit_2.0,education_0.0,education_1.0,education_2.0,prestige_0.0,prestige_1.0,prestige_2.0,prestige_3.0,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,linkedin_None,linkedin_Ok,linkedin_Very Good,socmedia_Bad,socmedia_Good,criminal_0.0,criminal_1.0,arrest_0.0,arrest_1.0
177,Jeremy Hewins,2.8290428089016944,42.92257072896278,1.2134419320518748,2.7617382152394865,3.7754230128959643,-0.8462154839335742,1.0,23.0,0.0,1,0,0,0,0,0,0,0,1,-1.9231692372414704,2.3474448756226707,1.5744041602561767,Doris Shoals,1,0,0,0,0,African-American,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
178,Kim Magdaleno,3.0269168035908907,23.296979883612572,1.439298731336224,3.466177689424198,8.133395451346523,0.7921776905266359,0.0,33.0,0.0,0,0,0,0,0,1,0,0,1,2.1580892347231506,3.586992896217584,2.3634175898616365,Walter Ellison,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
179,Brett Pitts,3.612988380278207,55.75655194779228,1.5373851680991413,3.3523508244766482,5.760449655409387,0.573630767149638,0.0,26.0,0.0,0,0,0,0,0,1,0,0,1,1.904158368458883,0.37290067159126394,0.6513181306315206,Donald Webb,0,0,0,1,0,Hispanic,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
180,Christina Andersen,2.861774028468658,17.77807749107,1.0099782484196869,2.044748307890512,3.4314353475167243,-0.11333486652499802,1.0,27.0,0.0,0,0,0,0,0,1,0,0,1,-3.110115648601412,3.698416178951998,2.314512530501308,Julie Vangundy,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1
181,Dennis Atkinson,3.8576404673202003,40.52174294085272,1.6784173539133347,3.564604913360478,10.238666116516281,0.1914855568913886,0.0,30.0,0.0,0,0,0,0,0,1,1,0,0,-0.020966577952572327,2.2145380567576174,1.4882211339473184,Robert Brown,0,1,0,0,0,Asian,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
182,William Martin,3.2354545417198275,20.545973855595676,2.0224374529550406,3.254226973190573,2.5998295044504163,0.4260599837139332,0.0,30.0,0.0,0,0,0,0,0,1,0,0,1,2.0940759520657153,3.1817869251818354,1.8875901539080364,Adrian Ray,1,0,0,0,0,African-American,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
183,Susan Henderson,3.908041785953983,28.740193140605022,1.5465730889378984,4.700337380939247,6.903910324770253,0.9389072386177318,0.0,26.0,0.0,0,0,0,0,0,1,0,0,1,7.161716084464301,3.0445361763962158,2.1983347386039105,Ronald Morgan,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
184,Marsha Carrier,3.074319019688261,12.652550818689669,2.530452442895596,3.136214108260165,4.410251648341796,0.20091221799179973,0.0,26.0,0.0,0,0,0,0,0,1,0,0,1,0.486379571324657,4.369565658064465,2.889657127171518,Richard Rousseau,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
185,Donald Carrizales,3.4489693933684995,7.298058290304546,2.5084257648666157,4.253475977964314,6.757737140311029,0.5975289356722951,0.0,24.0,0.0,0,0,0,0,0,1,1,0,0,4.188191656445618,4.969772293016564,3.0008165256879042,Douglas Olson,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
186,Chad Cannata,3.0469212030372264,32.071806770897844,1.9310219826501946,3.0427221088011667,7.745804603312825,0.9906163334984259,0.0,26.0,0.0,0,0,0,0,0,1,0,0,1,1.0402266387091188,2.8953306018395346,1.9063151612124372,Jerry Cornett,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
187,Louise Cox,3.3086308139260394,55.019214425663435,2.371693568054262,3.4109706053846134,1.282143328211789,0.028909604380677613,0.0,27.0,0.0,0,0,0,0,0,1,0,1,0,2.2157616208890762,0.6180945391218304,0.8710072166521399,Ernie Crecelius,0,0,1,0,0,Caucasian,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
188,Vera Cope,2.6505591068336427,55.72217503907372,1.4784517437719709,2.3798746420579784,4.392586726852048,-0.5118278305043544,1.0,26.0,1.0,0,0,0,0,0,1,0,0,1,-3.037112569111752,1.0016831799952297,1.055535632387293,Kelly Merrick,0,0,0,1,0,Hispanic,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
189,Jerry Coleman,3.111225385701818,11.336962539092944,2.4245555669386674,3.654383213748695,3.3711018456244455,0.014294172519503025,0.0,29.0,0.0,0,0,0,1,0,0,0,1,0,2.4605260862535125,4.4945319122539455,2.906361996690195,Ralph Spears,1,0,0,0,0,African-American,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
190,Judith Kelley,2.824919486349335,25.71257721301187,2.6715759576866906,2.15143856112642,-2.2988367020992193,-0.9554443972312234,1.0,28.0,0.0,0,0,0,0,0,1,0,0,1,-3.281078043240764,3.3881270151252036,2.1431031902356232,Piedad Hawkins,0,0,0,1,0,Hispanic,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
191,Shirley Hubbard,3.5867080863555993,8.907694546239071,1.1288875172110937,3.8587514171492883,10.288348986619766,0.366655006102326,1.0,25.0,0.0,0,0,0,0,0,1,0,0,1,1.8218081180633297,4.8787499908592356,2.838663467093537,Mildred Delong,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
192,Timothy Filson,2.4451450122567056,37.312838798059495,4.042624841535428,3.499440825724387,2.452149812248299,-0.991077074330503,0.0,26.0,0.0,0,0,0,0,0,1,0,0,1,-0.5842012843017342,2.6223905750082173,1.551428306075292,Agustin Vogt,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
193,Glenn Melvin,2.8558050690665984,23.49175096082648,1.1682975984220043,1.607041707079441,-1.4929297934186438,-0.9353304282555056,0.0,30.0,0.0,0,0,0,0,0,1,0,0,1,-4.6910169764431116,3.728329546178684,2.3137870150201163,William Helm,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
194,Norris Crawford,2.8784758763196274,34.51030886954048,1.9503382907104339,3.217570698346762,5.52343577585528,0.338027980418087,0.0,25.0,0.0,0,0,0,0,0,1,0,1,0,1.285132736121748,2.193886775817299,1.5914370590000306,Ronnie Gelles,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
195,Barbara Banks,2.999199211451989,63.42366206821317,2.0403384453875626,2.973872690447668,4.337302854871918,-0.296121823856293,1.0,22.0,0.0,0,0,0,0,0,1,0,0,1,-0.8112120145381664,0.872201073291258,1.0779100789558758,Diane Weeks,0,0,0,1,0,Hispanic,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
196,David Hare,3.05503461614164,55.82360548568468,1.271829013888687,3.1239722280878177,5.9171817068699255,0.2949956641006237,1.0,29.0,0.0,0,0,0,0,0,1,1,0,0,0.707067659659389,1.6744598770893808,1.263364691153578,Joyce Hernandez,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
197,Chad Rostad,2.931589908432639,21.29079785774553,1.4557439193369799,3.2487620085945244,7.58947791207045,0.11611535455751562,1.0,32.0,0.0,0,0,0,0,0,1,0,0,1,0.32674527013371635,3.388290828853751,1.9102914139909934,Anna Estrada,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
198,Candice Smith,3.675583047915801,37.71653142023575,4.438435385275657,4.085813871887327,3.022602777444857,0.6142779899044025,0.0,29.0,0.0,0,0,0,0,0,1,0,0,1,4.036648054716661,2.6546773524826746,1.6996943945160161,Timothy Mervyn,1,0,0,0,0,African-American,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
199,Matt Steele,3.3935701445517674,37.258356580055086,2.049433339234931,3.6547640673012265,6.55587542428462,0.1663584216516856,0.0,33.0,1.0,0,0,0,0,0,1,0,0,1,1.4404352861677259,2.3756976362091784,1.683437260013525,Richard Platter,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
200,Dean Moore,2.3832465476708777,26.10745694349947,1.4252868277836455,2.2240565805619528,3.032874374069658,-0.4066563286185905,1.0,32.0,0.0,0,0,0,0,0,1,0,1,0,-2.6402073907592323,3.2924967989801948,2.0362011268769904,Donna Smith,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
201,Kelly Batte,3.151115316630197,26.493077886082403,1.7772692378091266,3.1500104451980686,5.078100691253849,0.27850430847369373,0.0,24.0,0.0,0,0,0,0,0,1,0,1,0,0.8280804262848438,2.586067942120429,1.828250405096229,Donald Wells,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
202,Janet Davis,2.688230753150422,1.308066750248365,1.8992846363227889,1.7940778232629617,0.919580551695053,0.47834226385344836,0.0,26.0,0.0,0,0,0,0,0,1,1,0,0,-2.1660290412841494,5.976928790030177,3.446829584053926,Quintin Henderson,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
203,William Holland,2.3953501140598417,70.4202988647655,1.0777408401895636,2.972891215766469,7.957293002107898,0.508484480069018,1.0,34.0,0.0,0,0,0,0,0,1,0,0,1,0.28954105401364233,0.31273817070196763,0.3370206676060292,Shoshana Mckee,0,0,0,1,0,Hispanic,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
204,Barbera Long,2.806295224053952,77.36387685920857,1.3025289418488808,3.2032404496932347,6.793833209650051,0.4213394553065206,1.0,22.0,0.0,0,0,0,0,0,1,0,0,1,1.208788062645329,0.0,0.07678995800268185,Florence Samuel,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0
205,Joseph Tina,3.151861333889207,46.80936893172719,2.3747893315656805,3.004034166450601,4.248518103210985,0.13077862294960912,0.0,31.0,0.0,0,0,0,0,0,1,1,0,0,-0.14461693483753982,2.098817621007974,1.4880675393174085,Jimmy Poplar,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
206,Charles Gibbs,3.0384693861314798,53.2594365432861,1.5554753196773543,2.81187940720819,4.7608450883592175,-0.10242245260325528,0.0,28.0,0.0,0,0,0,0,0,1,1,0,0,-0.9882936269955249,0.9308249989140123,0.7400718242432172,Joe Goldberg,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
207,Jonathon Wright,3.1342224004934014,80.03425120499203,0.6197257265457878,2.4425048715750672,3.011229085016889,-0.6873321212031532,1.0,27.0,0.0,0,0,0,0,0,1,0,1,0,-2.3387630603580867,0.0,0.0,Alice Polston,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
208,Debra Starnes,2.8300698764947896,29.25861280428013,1.6527219610702368,2.3076683096887844,0.7060525806166318,-0.8280143068280618,1.0,29.0,0.0,0,0,0,0,0,1,1,0,0,-2.803616249303916,3.5149944474915173,2.422474097592513,Rosa Suiter,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
209,Marina Stinson,2.4982100190163092,28.018537902913785,1.4168770038673504,2.350299742326324,2.2361940599237826,-0.5267096068953654,1.0,26.0,0.0,0,0,0,0,0,1,1,0,0,-2.2259329342703977,3.1381957466147203,2.0533527647639658,Ruth Donley,0,0,1,0,0,Caucasian,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
210,Eric Glass,2.952566519325711,57.9907904034944,2.032301805817362,2.6654402445721788,3.745020888977271,-0.6747252224742905,0.0,25.0,0.0,0,0,1,0,0,0,1,0,0,-2.4876819898399685,1.1110841734464603,0.9534234822648335,Leon Mcgibbon,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
211,Tomiko Gurney,3.1932597839735726,0.6795649731245561,2.3473759407929866,3.289881093257238,4.283094417895481,0.19402567206988428,0.0,29.0,1.0,0,0,0,0,0,1,0,0,1,1.0993380131271078,5.849602308230753,3.3991991322782322,James Tolman,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
212,Joseph Lee,2.919566430486571,22.392402149809087,1.8876121438864273,3.4564340303532823,3.3473872145429504,0.4477580762620201,0.0,22.0,0.0,0,0,0,0,0,1,0,0,1,3.111651884777229,4.090561389578431,2.3357172656339236,Charles Castillo,0,0,0,0,1,Other,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
213,Nancy Kirkland,3.2475458835951407,23.068754187520774,1.075832584374143,3.0999376437288335,5.2374068294363605,-0.9812607083844137,0.0,29.0,1.0,0,0,0,0,0,1,1,0,0,-1.8102112229353298,7.044842546755558,4.032946818810974,Kenneth Howard,0,0,0,1,0,Hispanic,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
214,Frank Rogers,2.0650833462626697,54.517029694721955,2.089625055456566,2.4475942783555205,6.636825132170442,0.5320926525151422,0.0,26.0,0.0,0,0,0,0,0,1,0,0,1,-1.2614420295571516,1.1362430738653408,1.1939770666779022,Scott Souders,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
215,Brenda Montero,2.1839547912868067,54.02089665742327,1.843168757251267,2.3650934700216006,2.6957688322595144,-0.559387624340125,1.0,27.0,0.0,0,0,0,0,0,1,0,0,1,-2.4810753686958695,0.9020286020043433,1.138291314278882,Maureen Killam,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
216,Brenda Cash,3.695613100599024,6.877120366375024,2.516379111269711,4.162871887630583,6.324560128349749,0.4190576848794036,0.0,28.0,0.0,0,0,0,0,0,1,0,0,1,3.934657940935247,5.120314496267028,2.9709416574071983,Anthony Hooten,1,0,0,0,0,African-American,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
217,Thomas Richard,3.3845568369836316,59.32293995224022,2.491611550489156,3.902724186923934,5.851865552830371,-0.4281088850528025,0.0,25.0,0.0,0,0,0,0,0,1,0,0,1,1.1411344508470453,0.30161864467575183,0.5271949428856411,Michael Mccabe,0,0,0,0,1,Other,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
218,Betty Michael,3.2545086180762755,42.944808026076345,1.7811401207374866,2.675663502015075,2.3164405496772917,-0.2614011144947185,1.0,23.0,0.0,0,0,0,0,0,1,0,0,1,-1.3119159813740093,2.118873649880989,1.3626559927883461,Phyllis Battle,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0
219,Pat Wilkinson,2.88563154415435,43.88354418973806,3.5585792345610843,3.591414054918818,7.444033971505837,1.2006666319370185,0.0,30.0,0.0,0,1,0,0,0,0,0,1,0,2.864177183806755,1.7435983075631287,1.3387857789577446,Thomas Mays,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
220,Reginald Nowlen,2.764333046896171,58.91816031171905,2.2323596319275705,3.0798736848251007,5.8943360104884865,-0.29169817749591975,0.0,27.0,1.0,0,0,0,0,0,1,0,0,1,-0.9712603817791274,0.7438101410962066,1.0367133850774433,David Luppino,1,0,0,0,0,African-American,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
221,Louise Edwards,3.291742569100713,44.11842386124249,2.5852742055673743,3.2058113126038443,1.8343157185090244,-0.28431580492977826,0.0,28.0,0.0,0,0,1,0,0,0,0,0,1,0.391975776658757,1.9523360665653446,1.5226366610661775,Raymond Becker,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
222,Linda Sanchez,3.458548308156316,48.504644280341836,1.2492471616140386,3.2769383393970717,4.315404283718621,-1.2401894318607614,1.0,40.0,0.0,0,0,0,0,0,1,1,0,0,-1.5648609545218293,1.7955830252902736,1.2581494104868898,Jeanie Zuleger,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
223,Shannon King,3.448521295384819,75.52253249056619,1.8045046008238759,3.6425821243286296,5.973324830066829,-0.24871936301167202,1.0,34.0,0.0,0,0,0,1,0,0,0,0,1,1.067585878361483,0.0,0.36201825649002495,Denise Dalton,1,0,0,0,0,African-American,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
224,Douglas Siverling,2.9322352660224325,60.88698609391497,1.8985157236020775,2.739937375019026,3.154313499411249,1.0602513697015274,0.0,22.0,0.0,0,0,0,0,0,1,0,1,0,1.716439895289965,0.3288363093998714,0.6989991065047416,Tracy Haynes,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
225,Ron Castro,2.3340157747471575,2.953203306310698,2.016659032348812,1.7378315575388128,3.8600853515004214,0.021478677790006548,1.0,28.0,0.0,0,0,0,0,0,1,0,1,0,-4.1230347299035595,5.629974344428179,3.349913516774847,Edna Little,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
226,Jill Villegas,3.0138394919186995,30.40478773763449,1.7041302938754042,2.7525857184076887,3.324823236413268,0.13266949359540267,1.0,28.0,0.0,0,0,0,0,0,1,1,0,0,-0.05466217185901562,3.052262006878392,2.1001537578675817,Regina Gann,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
227,Robert Mouzon,1.8034333311702444,18.21701920871469,0.6883178793708049,1.363874888763671,3.617350823055147,-1.3386889312336354,1.0,30.0,0.0,0,0,0,0,0,1,0,0,1,-7.381745306721546,4.2315467840646575,2.3666259690442715,Pearline Yi,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
228,Tabitha Daugherty,3.3333720274787675,28.679091316115198,0.45441551048240725,3.4356066612009455,8.33740917371771,0.15774445266416906,1.0,27.0,0.0,0,0,0,0,0,1,0,0,1,1.2215699528490376,2.752229601031048,2.0395970714011766,Kelley King,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
229,Tameka Vargason,3.5219781232712766,49.59531982820671,2.9118589296697137,3.511765618696648,4.18560744869686,0.5646104770798956,0.0,34.0,0.0,0,0,0,0,0,1,0,0,1,2.1719796765154826,1.5079526412585067,1.277633739193208,Joe Hill,1,0,0,0,0,African-American,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
230,Michael Folwell,2.7619781156079575,27.056444417053942,3.5775687319697926,2.430443034810246,2.770783798360629,-0.24161442356367918,0.0,25.0,0.0,0,0,0,0,0,1,0,0,1,-2.973493847859319,3.0176780672462558,1.8173005840311327,Robert Shiffer,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
231,Susanne Campbell,2.8308658732465837,16.815814589878304,1.9165636034196127,2.8183103015583066,2.49858775044042,-0.28140676449088503,1.0,26.0,0.0,0,0,0,0,0,1,1,0,0,-0.4708604824511367,4.555277969317728,2.572956926669908,Celia Mcintyre,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
232,George Greathouse,2.1330038912233613,28.922500144426174,2.177463148447005,1.451096691988319,1.5051167507801848,-0.8016391445368103,1.0,28.0,0.0,0,0,1,0,0,0,0,0,1,-6.254132839545919,2.664441209821475,1.5926161428611627,Carla Spitz,0,0,0,1,0,Hispanic,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
233,Michael Snow,3.2198235957598156,64.53556701840881,0.6630329971424436,2.576281569566944,5.764596884335459,0.22712635705494405,1.0,26.0,0.0,0,0,0,0,0,1,1,0,0,-1.0795726735327527,0.3055917765029883,0.5942869258300869,Anna Pope,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
234,Gertrude Blake,3.9827499524226906,19.774183504704588,2.8800533099048495,4.097943036964198,6.2688845007172285,0.15760158228689383,0.0,27.0,0.0,0,0,0,0,0,1,1,0,0,2.5178867404416345,3.8339988352220526,2.306143712499603,Thomas Horton,0,0,1,0,0,Caucasian,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
235,Quincy Embree,2.514101647241561,36.28044194567141,1.9355516273708642,2.2051592328428,1.033757654647236,-1.1435538829620384,1.0,29.0,0.0,0,0,0,0,0,1,0,0,1,-4.035605169371384,2.1944983179572706,1.1850540903994145,Joeann Gustafson,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
236,Jaclyn Roberson,2.923339613090785,11.157081327203564,1.7350165695554987,4.027070839983857,8.40824048474024,1.3933761562393032,0.0,27.0,0.0,0,0,0,0,0,1,0,0,1,5.3860481894765195,4.777292836259422,2.7003805264264855,David Castillo,1,0,0,0,0,African-American,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
237,Dorothy Ferrara,3.0924847186733135,50.271793106133735,3.007389455277936,3.222613199460616,5.227809365979291,0.4267251983601283,0.0,25.0,0.0,0,0,0,0,0,1,0,0,1,0.6037700621029786,1.5259718084028049,1.1223468014617208,Jeromy Vitale,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
238,Archie Bustamante,2.723792430101799,26.9152273746745,2.1346535942363714,2.2646611642694463,0.109078770017776,-1.1104354750098546,1.0,25.0,0.0,0,0,0,0,0,1,0,0,1,-3.723913352366259,3.647695244437249,2.1825345729363357,Maria Whitworth,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
239,Karen Pino,3.5081023191282403,50.173837580156636,1.3624867577124464,4.551387227192951,8.467166412840715,0.6974974640866051,0.0,24.0,0.0,0,0,0,0,0,1,0,0,1,5.664946334758426,0.8617868411587941,0.8131992861103341,Bobby Buffington,0,0,1,0,0,Caucasian,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
240,Angela Roberts,2.312517600969569,45.68024338008536,1.3324081820033555,2.3559738145399196,4.425269034508186,-0.4992063143632034,1.0,29.0,0.0,0,0,0,0,0,1,1,0,0,-2.8220337869528516,2.079587418347644,1.6423787552465945,Margaret Ragland,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
241,Henry Day,3.0486966346206095,34.00105870209552,2.528821192919727,3.0098695052337567,2.3282713894794695,-0.36974857261858685,0.0,24.0,0.0,0,0,0,0,0,1,0,0,1,-0.38790733092016805,2.540988112805417,1.4001843419319235,Peter Groves,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
242,Jeffry Slaughenhoupt,3.1938978059783865,0.7858915251944794,2.404920042034437,2.542181810947293,0.7979520917480762,-0.30284058367331623,0.0,33.0,0.0,0,0,0,0,0,1,0,0,1,-1.489440357691184,5.771812814352614,3.2693228067445603,Donald Manship,1,0,0,0,0,African-American,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
243,Colleen Pollard,2.74515325999165,39.66662463025679,2.224689912933261,3.7280803025189546,8.48408176224245,0.9068358813450783,0.0,29.0,0.0,0,0,0,0,0,1,0,0,1,3.1958866364520904,2.4134620947659213,1.9203010823711604,James Caudill,0,0,0,1,0,Hispanic,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
244,Coy Wofford,3.086729438644631,16.42641959461409,1.9449830170233862,3.6589208949794596,6.998975237742746,0.6881669048889079,0.0,29.0,0.0,0,0,0,0,0,1,1,0,0,2.757865420831945,4.3284963540177985,2.4540607027844,Richard Puente,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
