,Names,GPA,Avg Commute Time,Technical Aptitude,Soft Skills,Years of Experience,Leadership Capability,Sex,Age,Arrest Records,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,sport_Club/Intramural,sport_NCAA/Professional,sport_None,Job Performance,Job Tenure,Military Tenure,Name,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Race,hirevue_0.0,hirevue_1.0,hirevue_2.0,referral_0.0,referral_1.0,culturalfit_0.0,culturalfit_1.0,culturalfit_2.0,education_0.0,education_1.0,education_2.0,prestige_0.0,prestige_1.0,prestige_2.0,prestige_3.0,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,linkedin_None,linkedin_Ok,linkedin_Very Good,socmedia_Bad,socmedia_Good,criminal_0.0,criminal_1.0,arrest_0.0,arrest_1.0
417,Annie Yates,2.5756388043655605,13.026456833600731,0.9260727507864216,2.799505761694718,1.5376062122847958,-0.24816764347621045,0.0,28.0,0.0,0,0,0,0,0,1,1,0,0,0,3.691383084901098,2.25877453393494,Donald Pullen,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
418,Rene Rothwell,2.2560393775222893,28.698370309283856,1.8722991460995384,1.7832980180958458,3.87088856411232,-0.33360523582734763,0.0,29.0,0.0,0,0,0,0,0,1,0,0,1,-2,3.4420338339496515,1.965972741772252,Gene Blass,0,0,1,0,0,Caucasian,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
419,Ronald Mcneal,3.485161647954781,20.584475934668628,1.919809419896468,3.3285767978251237,3.0380148201786388,0.2160632186881595,1.0,25.0,0.0,0,0,0,0,0,1,0,0,1,1,3.881639839772221,2.386241736422744,Gertrude Aguirre,0,1,0,0,0,Asian,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
420,Lauren Severson,3.295737743649145,16.248257495559812,1.6770923762044685,3.1801308319008186,4.843546623867281,-0.009331959720960207,1.0,23.0,0.0,0,0,0,0,0,1,0,0,1,0,4.123191893326283,2.802581620770629,Debra Fisher,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
421,Heath Davis,2.8134022130637617,46.02753038078861,2.1734635672706237,2.9504842593101475,3.7257057023175024,-0.1851827377695245,1.0,30.0,0.0,0,0,0,0,0,1,1,0,0,0,1.955721013893918,1.478819306742554,Patsy Marez,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
422,Edith Wood,2.435007427467166,37.866932570116525,2.288567924184806,2.5179614682289446,-0.5629386763850786,-1.1751844413601935,1.0,23.0,0.0,0,0,0,0,0,1,0,0,1,-2,2.8720656038531307,1.7410771514781689,Ramona Griglen,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
423,Jeffrey Bowdry,3.5465549342812226,14.880280648156939,0.4090144765097268,3.5076427863798116,5.953172320356249,0.2256588025754369,1.0,27.0,0.0,0,0,0,0,0,1,1,0,0,2,6.540635689087575,3.722817032841385,Joanne Powell,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
424,Ivan Charles,1.8071941864798136,7.2475098720931825,-0.1722614966213052,0.6415487125266104,2.747885529914228,-0.6912813903745427,0.0,34.0,0.0,0,0,0,0,0,1,1,0,0,-2,5.059972325587978,3.1177793425381566,Norman Mcclain,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
425,Juan Palacios,3.8238399760038324,47.67190723026576,3.087936985526865,3.521675347412918,3.459541056017831,0.5796439215003524,0.0,31.0,0.0,0,0,0,0,0,1,0,0,1,2,1.1312194524410153,1.2935960557696675,George Corrigan,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
426,Shawn Pope,2.0884037398610023,14.433696718387806,1.2756604545359045,2.323537279051151,1.0317008981504272,-1.3704408161826065,1.0,23.0,0.0,0,0,0,0,0,1,1,0,0,-2,4.062615996546672,2.6265139043968326,Jennifer Lamb,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
427,John Aman,3.1833284031400817,42.12733760097037,2.913282652429437,3.9987725077711964,4.696054192534623,1.6758176779828726,0.0,32.0,0.0,0,0,0,0,0,1,1,0,0,2,1.733786565675857,1.538992049833079,Dan Nathan,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0
428,Robert Rodriquez,2.3435270646688915,68.08609232534914,1.7293265634303239,1.9435560629166984,0.22642743729134995,-0.3902314569823641,1.0,24.0,0.0,0,0,0,0,0,1,0,1,0,-2,0.0,0.5552048401821181,Mary English,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
429,Laura Morgan,2.5770991440444595,11.843555283175347,0.36422303534519695,2.8063277153434023,4.253536637462964,0.1364833527463117,1.0,26.0,0.0,0,0,0,0,0,1,0,0,1,0,6.185444008517207,3.6421731921437828,Barbara Koehler,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
430,Len Dixon,2.718710211928797,16.918647577916346,1.6120413687278372,3.0569619619540536,4.631889261429712,-0.4713211874791986,1.0,22.0,0.0,1,0,0,0,0,0,0,0,1,0,4.450136191990591,2.675037229630427,Eva Garvey,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
431,Betty Weese,3.4375903004829595,24.98361571487009,2.3508918123208704,3.1205740817247563,2.9952625910433235,-0.2943911359827259,1.0,25.0,0.0,0,0,0,0,0,1,1,0,0,0,3.6549358341684783,2.3749245910010353,Kristin Ellis,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
432,Dean Sullivan,2.437091613543385,51.60340481165656,2.2209725214146108,1.3011150295177067,0.948905121047198,-0.041615774584801375,0.0,25.0,0.0,0,0,0,0,0,1,1,0,0,-2,1.5730740255088098,1.3993490066293668,William Silkwood,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
433,Brandon Gonzales,2.753097021064455,15.275179785856887,3.134968006137368,3.2550576721255005,2.8985610832431603,0.4959619833915482,0.0,27.0,0.0,0,0,0,0,0,1,0,0,1,1,4.6731711651852,2.9140174945284096,Lewis Mccarty,0,1,0,0,0,Asian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
434,Richard Cordova,2.8253479067646743,85.93089155854307,1.2514435013595355,2.0909989165229184,2.253944899807001,-0.4432581286727146,1.0,31.0,0.0,0,0,0,0,0,1,0,1,0,-2,0.0,0.0,Mitzi Stanford,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
435,Donald Viner,3.7094098672165887,60.457867623763676,0.9273308882388116,3.7324197638111567,5.6901295031836066,-0.4067279045653269,1.0,22.0,0.0,0,0,0,0,0,1,1,0,0,1,0.14332964090949085,0.5167273003189554,Glenna Lillis,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
436,Ruth Kepley,3.809348901792875,33.46235530076585,3.5894588219616352,4.1621398249040436,3.9669733241507674,-0.5263824017731776,0.0,28.0,0.0,0,1,0,0,0,0,0,1,0,1,2.4597127971007637,1.8383271254505171,Merlin Taylor,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
437,Sheila Dietz,2.664421705519646,31.368667147328207,2.98486973357639,2.7811670534164388,3.380737555700769,0.19996215858270236,0.0,30.0,0.0,0,0,0,0,0,1,0,0,1,0,2.9240791131348804,2.221374914563625,Jamison Trevino,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
438,Matthew Ramundo,2.962016565611057,30.48791365052413,1.2591301076901766,2.179607707175046,2.395776063615539,-0.566007400186686,1.0,27.0,0.0,0,0,0,0,0,1,0,0,1,-2,3.015592283047129,2.1389333813078077,Veronica Fisher,0,0,1,0,0,Caucasian,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
439,Yolanda Swanson,3.278036462167186,2.4995631114013577,2.1882630011923907,2.8141848551434987,2.322818117897256,-0.02465579761545224,0.0,25.0,0.0,0,0,0,0,0,1,0,0,1,0,4.255406480529232,2.6346792580149945,Keith Seymour,0,0,1,0,0,Caucasian,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
440,Frederick Goede,3.0674143405118084,23.869816424467373,0.7945976949052522,3.072292417500344,5.713902788289852,0.2677031784433693,0.0,26.0,0.0,0,0,0,0,0,1,0,1,0,0,3.9287422045205687,2.4460707355642737,Kenneth Burns,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0
441,Leonard Palacios,2.4483397571467593,11.308932451781097,1.7850737775014376,2.203129562529365,0.5362698933143162,-1.140557305076351,1.0,29.0,0.0,0,0,0,0,0,1,0,0,1,-2,3.9300934407937618,2.535389405406792,Samantha Henderson,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
442,Christine Martin,3.1132868186548706,47.465370049650105,2.976069786724877,3.2963290615416865,4.395115242422982,0.37686874116270414,0.0,29.0,0.0,1,0,0,0,0,0,0,1,0,0,1.450465444130861,1.328397528550059,David Hicks,1,0,0,0,0,African-American,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
443,Don Cox,3.090526039798085,82.88214160052615,1.0025489722264438,3.184453740605622,9.426105087905876,-0.05795783638574105,1.0,21.0,1.0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,Ruth Hairston,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
444,Alice Esteban,2.616525976002052,23.43467982823201,0.9163063394232364,2.03436821076086,3.162836893846247,-0.21690272999284574,1.0,27.0,0.0,0,0,0,1,0,0,1,0,0,-2,3.535161778087955,2.137817870917711,Virginia Holze,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
445,Javier Bender,3.519536384235804,17.269382774080064,2.5800718895763395,3.9124195290751786,5.7986012406128165,0.2978598330837328,0.0,29.0,0.0,0,0,1,0,0,0,0,0,1,2,4.080940192465866,2.479317555896416,Raymond Gafford,0,0,1,0,0,Caucasian,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
446,Bernard Labonte,3.556640434964848,31.134586130038787,2.62563254007508,4.276101294315563,7.541790324186237,0.09644484465706513,0.0,24.0,0.0,0,0,0,0,0,1,0,1,0,2,2.667949470795406,1.7694404881137165,Jose Wilson,0,0,1,0,0,Caucasian,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
447,Jewell Baker,2.5864432155729524,50.58956443934226,1.5634944756510092,1.450402669739751,-1.2380377583777695,-1.425004147159195,1.0,22.0,0.0,0,0,0,0,0,1,0,0,1,-2,1.1787637989916544,1.2181330984886876,Roxanne Carter,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
448,William Brazil,2.4781979768692626,38.96325088973542,2.752167666491475,3.015175608951852,4.379042581681904,-0.23465051795785646,0.0,22.0,0.0,0,0,0,0,0,1,0,0,1,0,8.653138877663102,4.78321749761259,Kenny Pittsley,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
449,George Mcgee,2.29355428919018,53.86770761125416,2.571668376880165,3.001089476834765,2.5923852246040653,0.2506424420394016,0.0,24.0,0.0,0,0,0,0,0,1,0,0,1,1,0.8066038756629856,0.9501952819134768,David Estrada,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
450,Valentine Johnson,2.3569293626416417,51.24835262759314,2.7820602199533595,2.4360293739421097,3.1393597384947265,-0.7034321978934476,0.0,25.0,0.0,0,0,0,0,0,1,1,0,0,-2,1.431839131254016,1.2061258978111735,Harold Vanness,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
451,Judith Garner,2.637383198119042,40.13914611479764,2.2319889864280245,2.2075346497100323,2.0242657914144715,-0.5130431518014985,0.0,23.0,0.0,0,0,0,0,0,1,0,0,1,-2,2.1462187689145718,1.3278167181328833,John Book,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
452,Mark Walter,2.4381723620275166,23.64751781129805,1.900125663225746,3.0556112662995494,3.8183654120897232,-0.6575148402411535,0.0,25.0,0.0,0,0,0,0,0,1,0,0,1,0,3.899490686177545,2.659553670414871,Charles Gravel,0,0,1,0,0,Caucasian,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
453,Richard Peterson,2.7673323005758648,11.921658180636928,1.7570322758325636,2.862681026286183,6.531396030302972,0.15083677761620026,1.0,21.0,0.0,0,0,0,0,0,1,1,0,0,0,4.63670461634722,2.699326913712103,Martha Keaton,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
454,Timothy Kohler,3.9597212667211985,44.93446582341628,1.1911922550405063,3.5678942636373834,5.141396559093759,0.05044084855907823,1.0,29.0,0.0,0,0,1,0,0,0,1,0,0,1,1.7925111457277212,1.5688148677091516,Linette Dycus,0,1,0,0,0,Asian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
455,Rodney Copeland,2.9118674127043067,8.784853965931259,3.165383697494418,3.5189165769870567,3.3253089156755866,0.2453216858969056,0.0,22.0,0.0,0,1,0,0,0,0,0,0,1,2,4.63732852992124,3.0578252086023934,Maxwell Perdue,0,1,0,0,0,Asian,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
456,Margaret Greb,2.7540710840519647,45.964046760826285,1.8954153987780982,3.0212005305208107,6.478960574499798,0.5700301364518414,0.0,35.0,0.0,0,0,0,0,0,1,0,0,1,0,1.7697810676188617,1.1696959804962122,William Lin,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
457,Lela Farmer,4.150281141256468,47.107377505841065,2.3902000385094744,4.1018916625084,3.552781682634186,-1.1980426565770248,1.0,28.0,1.0,0,0,0,0,0,1,1,0,0,0,1.4095618999010335,1.0217004655607171,Paulette Williams,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
458,Clint Jordan,2.9190662668567886,7.138793959364151,2.6080382847396577,4.3141787374634335,6.197745700336314,0.2858243260417909,0.0,24.0,0.0,0,0,0,0,0,1,0,0,1,2,4.987744298036424,2.927645570702489,Paul Banter,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
459,Christopher Pye,2.9681794758952615,25.877260355315503,2.7447185266485405,2.9303718729657136,2.9735479607309885,0.08018521092906994,0.0,31.0,0.0,0,0,0,0,0,1,1,0,0,0,3.2421181571953275,2.166617701615492,Richard Kloke,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
460,Jan Fava,2.6630310814447986,3.5585605723870803,2.0752803741541768,1.6953465253452646,-1.045872810324041,-0.2743290502012273,1.0,27.0,0.0,0,0,0,0,0,1,0,0,1,-2,6.287259191825084,3.5223511786814736,Jennifer Bishop,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
461,Marc Smith,3.136129367832168,20.983123404169763,2.3949073664033818,2.718666198064541,2.6068338929108354,-0.31935776707757835,0.0,23.0,0.0,0,0,0,0,0,1,0,0,1,-1,3.6426835493614287,2.2583102108911666,David Knight,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
462,Megan Garcia,3.2908270461332663,43.14357931467058,1.4847103745222725,3.516911183385801,7.340165220494621,0.5246434532993478,1.0,25.0,0.0,1,0,0,0,0,0,0,0,1,1,2.277546995468338,1.6725853287531092,Michele Blocker,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
463,Richard Wiley,2.9996954662755457,12.989955603622404,0.582383536276778,2.9255708215524687,6.488349317922799,-0.46030028539248297,0.0,25.0,0.0,0,0,1,0,0,0,1,0,0,-1,4.390334681973302,2.454883146376854,Stanley Davis,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
464,Marguerite Brown,2.003248005280309,47.25313109996205,1.164210213541223,1.878582728098728,3.189425626850917,-0.3992664054957128,1.0,26.0,0.0,0,0,0,0,0,1,1,0,0,-2,2.18638030236236,1.767707330425852,Sheila Mcdonald,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
465,Patricia Gardner,3.201883213027352,7.926663765205107,2.1251755973581967,3.6000808512156177,4.156577003841766,-0.4190985155834819,0.0,21.0,0.0,0,0,0,0,0,1,0,0,1,1,5.133908420941327,2.9453444240914486,Shawn Strong,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
466,Lawrence Chase,3.0004059510970116,53.52000900908668,1.9758212097426315,2.8952218818153663,1.6063539733810566,-0.508387174486539,1.0,30.0,0.0,0,0,0,0,1,0,0,1,0,0,0.8146606251344819,0.6335871601776621,Mary Booth,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
467,Steven Mitchell,3.1310776242355014,40.235972060738895,1.3204423233762972,2.069106518429188,1.3427353097869623,0.5054554984532315,1.0,24.0,0.0,0,0,0,0,0,1,1,0,0,-1,1.8625208482657605,1.430624391309998,Glenda Ellis,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
468,Irene Davis,2.3295251331346623,31.919154615850438,2.162221644629539,3.2432323204760403,5.808695007170723,-0.3565577321045829,1.0,24.0,0.0,0,0,0,1,0,0,0,0,1,0,2.3816758956242574,1.6076494630167346,Angelique Bourgeois,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
469,Joseph Hutchinson,3.2001701624837438,3.7453140324858905,2.3064666859476533,2.322904449023043,0.8332698295519103,-0.01681470514451781,0.0,29.0,0.0,0,0,0,0,0,1,0,0,1,-1,4.9708411350253625,2.766381472558705,Ralph Burlett,0,0,1,0,0,Caucasian,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
470,Jay Quick,3.262766358487339,9.118463963687404,2.8358883600764564,3.789608123342685,2.051861418583071,-0.3312331797504217,0.0,23.0,0.0,0,0,1,0,0,0,1,0,0,2,4.716049859140648,2.8419741091976447,Philip Kottke,0,1,0,0,0,Asian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
471,Vincent Walker,2.7800619192408598,45.97214630608558,2.8561184376252324,3.714556611634794,3.939703497511674,-0.5144933496102664,0.0,25.0,0.0,0,0,0,0,0,1,0,0,1,1,1.9726321688510755,1.4381456023512955,Keith Kavanaugh,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
472,Michelle Morgan,2.619189964098781,24.007466119021057,1.8576788445320376,1.4035153685349302,0.7050916156062277,-0.4844137124668592,1.0,30.0,0.0,0,0,0,0,0,1,0,0,1,-2,3.1837763982867773,2.204480052752032,Imelda Harris,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
473,Robert Lindgren,3.039708966042127,19.74908479956198,2.8175899140634417,4.239378752848974,7.293492647569523,0.4377668618591322,0.0,28.0,0.0,0,0,0,0,0,1,0,0,1,2,3.551462974347636,2.45737154016562,Randy Chase,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
474,Troy Thomas,2.024120119233348,27.207818346749548,0.4491520288965309,2.080340067728672,1.3648603463192508,-1.394433756589072,1.0,28.0,0.0,0,0,0,0,0,1,0,0,1,-2,2.8434435114152645,1.886109243330788,Gwendolyn Ramos,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
475,David Kirby,2.4863220262708365,31.046619972255783,1.7507402639207907,2.0440713852936985,5.2441526289415785,0.8637830356332409,0.0,27.0,0.0,0,0,0,0,0,1,0,0,1,-1,2.7532673800091967,1.8278234527691013,Frank Beaty,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
476,Richard Spencer,2.273900195009388,34.46395467896186,2.625091987004579,3.5910501604745533,5.91962351171752,0.3974150123600113,0.0,24.0,0.0,0,0,1,0,0,0,0,0,1,2,2.2802579148965503,1.4789593107983758,Jesse Lunt,0,0,1,0,0,Caucasian,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
477,John Castillo,3.8730599776659163,48.11947707866257,1.7247775439788957,4.9182942818263635,11.993731696515715,1.3643070339736538,0.0,22.0,0.0,0,0,0,0,0,1,1,0,0,2,1.3157828941031768,1.337221548047312,Jonathan Jemison,0,1,0,0,0,Asian,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
478,Michael Hamamoto,3.2780826450046336,34.8305865506988,1.6884457753306632,2.94712028798981,1.6147967571115165,-0.9721481361733616,1.0,34.0,0.0,0,0,0,0,0,1,1,0,0,-1,2.832411998057581,2.193137604142342,Jean Fleckenstein,0,0,1,0,0,Caucasian,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
479,James Haydu,3.1547789553172056,44.371228477428716,1.4393037013500891,2.0067093250869332,0.926665969643329,-0.05019573285826427,1.0,26.0,0.0,0,0,0,0,0,1,1,0,0,-2,2.2027145367925685,1.4325632346978212,Martha Sessions,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
480,Melvin Devore,2.7647177077743152,37.563787517000065,3.131373833236604,2.980652506034076,2.207200029518361,-0.1802142356431456,0.0,27.0,0.0,0,0,0,0,0,1,0,0,1,0,2.847717542024262,1.7717959852777376,Orlando Borrego,0,1,0,0,0,Asian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
481,Virginia Dodd,1.924176223794111,55.786300285267295,1.4660236201708114,1.6566166255569437,-1.018197726810712,-0.3477839334163853,1.0,24.0,0.0,0,0,0,0,0,1,1,0,0,-2,1.3838227892916857,1.2217059062185387,Della Knoy,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
482,Joe Smith,3.5612347546994414,5.162625318014854,2.38595801900734,4.5722601072443405,8.206285303595893,1.8178113440555719,0.0,32.0,0.0,0,0,0,0,0,1,0,0,1,2,5.15444954333161,3.3838909812288755,Frederick Rosa,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
483,Melissa Ratcliff,2.79680156800282,36.07610228830215,2.486248426854425,2.8884571286858534,1.6557703945819051,-0.632142816338667,1.0,24.0,0.0,0,1,0,0,0,0,0,0,1,-1,2.449598244165098,1.9571442112356303,Kim Sudduth,0,0,1,0,0,Caucasian,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
484,Brenda Guevara,3.5401366277562274,52.469722608648645,1.3940312346494372,4.269691160175155,6.490820305256205,0.9274846923202759,0.0,21.0,0.0,0,0,0,0,0,1,1,0,0,2,1.2852105364207431,1.2405050524100811,Ian Bean,0,1,0,0,0,Asian,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
485,Aurora Curlee,3.821131283926469,54.95867111296271,3.1043100171372884,4.018733766678124,1.87671704489762,0.15822563123431554,0.0,27.0,0.0,0,0,0,0,0,1,0,0,1,2,0.4737767795853132,0.7659764707869354,Shawn Westbrook,0,0,1,0,0,Caucasian,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
486,Marion Johnson,2.9833666399177585,24.04235637892825,2.585747541615629,3.3376465838968663,2.9043743711996,0.7241107448035924,0.0,30.0,0.0,0,0,0,0,0,1,0,1,0,2,4.178443410210656,2.400101376127108,Gregory Nichols,0,1,0,0,0,Asian,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
