Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Jessica Hlavac,Caucasian,female,1.0,USA,32.0,94707,3,3.09,0.23,6.0,2.6,8.149999999999999,0.0,61.0,3.0,-3.26,1.69,-0.35,0.56,7.99,Sciences,None,Bad,1.0,0.0,0.0
Craig Young,Caucasian,male,0.0,USA,29.0,95002,2,3.24,0.5,2.5,3.22,10.1,0.0,15.0,4.0,1.27,3.94,4.07,3.53,11.17,Quantitative,Very Good,Good,0.0,0.0,0.0
Joyce Rudder,Asian,female,0.0,China,31.0,94605,4,3.27,0.29,2.0,2.61,9.819999999999999,0.0,42.0,4.5,1.35,2.34,-0.2,-1.18,5.32,Engineering,Ok,Bad,0.0,0.0,0.0
Robert Green,Asian,male,0.0,USA,28.0,94605,1,2.97,0.27,5.0,3.04,7.970000000000001,0.0,42.0,3.0,-0.16,1.58,-1.8,-1.75,5.05,Engineering,Ok,Good,0.0,1.0,0.0
Todd Turner,Caucasian,male,2.0,USA,26.0,94085,4,3.1,0.5,4.0,3.33,12.29,0.0,10.0,3.5,-0.52,1.49,-2.81,-2.66,4.08,Engineering,Very Good,Good,0.0,0.0,0.0
Oscar Padilla,Caucasian,male,1.0,USA,30.0,94025,5,3.22,0.54,8.5,4.12,13.379999999999999,0.0,20.0,0.5,-1.06,1.92,-0.3,-0.17,6.84,Engineering,Ok,Good,1.0,0.0,0.0
Donald Farina,Other,male,0.0,USA,33.0,95002,3,3.19,0.35,1.5,2.57,9.28,4.0,14.0,7.0,3.3,1.52,0.86,0.11,6.69,Engineering,None,Good,0.0,0.0,0.0
Suzanna Neal,Hispanic,female,2.0,USA,31.0,94040,4,3.39,0.5,5.5,4.21,12.86,0.0,4.0,2.5,-1.3399999999999999,2.46,0.89,0.54,7.55,Engineering,Very Good,Good,1.0,0.0,0.0
Juan Hairston,African-American,male,0.0,USA,32.0,94019,1,3.11,0.25,6.0,3.98,8.959999999999999,0.0,46.0,1.5,-1.49,1.26,-2.23,-1.12,6.01,Sciences,Very Good,Bad,0.0,0.0,0.0
Brad Hogan,Caucasian,male,2.0,USA,28.0,94549,1,3.04,0.27,0.0,1.5,3.8200000000000003,0.0,53.0,4.0,4.42,2.43,0.65,1.29,8.85,Quantitative,None,Bad,1.0,1.0,1.0
Joseph Bryant,Caucasian,male,2.0,USA,31.0,94040,3,3.06,0.85,3.5,4.16,13.28,0.0,1.0,7.5,4.05,2.65,1.44,1.25,8.46,Quantitative,Very Good,Good,1.0,0.0,0.0
Cindy Long,Caucasian,female,0.0,USA,23.0,94010,1,3.05,0.52,2.0,3.29,9.979999999999999,0.0,33.0,0.5,-1.54,0.35,-2.13,-1.1,5.82,Engineering,Very Good,Good,0.0,0.0,0.0
Merrie Boyd,Caucasian,female,0.0,Australia,33.0,95134,3,3.64,0.25,5.0,3.34,10.78,0.0,16.0,4.5,-2.17,2.64,1.59,0.84,7.8,Humanities,Ok,Good,0.0,0.0,0.0
Alberta Yates,Caucasian,female,0.0,Canada,26.0,94539,2,3.0,0.67,3.0,3.39,10.29,1.0,25.0,1.0,-1.71,3.38,3.44,2.34,9.38,Engineering,Ok,Good,0.0,1.0,0.0
Hosea Morein,African-American,male,1.0,USA,30.0,94087,1,2.86,0.42,1.0,2.14,4.57,0.0,12.0,1.0,-2.16,1.71,-0.03,-0.56,5.99,Engineering,Very Good,Bad,0.0,0.0,1.0
Jane Mcdonald,Hispanic,female,0.0,USA,27.0,94509,2,2.92,0.35,0.0,1.93,5.43,0.0,71.0,1.0,-2.34,1.04,-1.27,-1.99,4.08,Engineering,Very Good,Bad,0.0,1.0,0.0
Linda Shinn,Caucasian,female,2.0,USA,28.0,94022,5,3.11,0.54,5.0,3.63,12.69,0.0,13.0,2.0,-0.24,2.29,0.46,0.13,7.09,Quantitative,Very Good,Good,1.0,0.0,0.0
Lindsey Campbell,Caucasian,male,0.0,USA,32.0,94603,3,3.01,0.27,2.5,1.88,6.37,0.0,40.0,2.5,2.18,0.0,-4.13,-3.26,3.13,Quantitative,None,Good,0.0,0.0,0.0
Carrie Coulter,Caucasian,female,0.0,Canada,33.0,94533,5,3.13,0.75,6.5,3.25,10.799999999999999,0.0,80.0,1.0,1.57,1.67,0.52,0.82,7.96,Engineering,None,Bad,0.0,0.0,0.0
Michael Elio,African-American,male,1.0,USA,37.0,95002,5,2.66,0.69,6.0,3.85,15.68,0.0,15.0,3.0,-0.47,0.0,-3.66,-3.4,2.76,Quantitative,Very Good,Good,1.0,0.0,0.0
Ana Bass,Caucasian,female,0.0,USA,30.0,94022,2,2.61,0.31,4.0,2.74,8.53,0.0,13.0,1.5,-0.33,1.73,-0.88,-1.23,5.44,Sciences,Ok,Bad,0.0,1.0,0.0
Eugene Hollander,Caucasian,male,0.0,USA,27.0,94588,2,2.81,0.33,2.0,2.76,9.18,0.0,36.0,0.0,-1.21,0.94,-2.23,-2.92,3.13,Quantitative,None,Bad,0.0,0.0,0.0
Monique Boatwright,Caucasian,female,0.0,USA,32.0,94028,1,1.91,-0.04,1.5,0.86,2.1800000000000006,0.0,23.0,5.0,1.3,2.82,2.3,1.71,8.79,Engineering,None,Good,0.0,1.0,1.0
Robert Townsend,Asian,male,0.0,China,31.0,94588,2,3.18,0.52,4.5,3.42,9.75,0.0,36.0,1.0,-1.78,1.89,-1.38,-1.78,4.77,Engineering,None,Good,0.0,0.0,0.0
Mary Gomez,African-American,female,1.0,USA,27.0,94611,4,3.17,0.44,5.0,3.62,11.709999999999999,0.0,52.0,1.0,-1.94,3.43,2.52,2.32,9.89,Engineering,Ok,Good,0.0,1.0,0.0
Dixie Booth,African-American,female,0.0,USA,25.0,94503,2,1.69,0.17,2.5,1.68,4.66,0.0,82.0,0.0,-4.77,2.48,-0.5,0.33,7.95,Quantitative,Ok,Bad,0.0,0.0,1.0
Richard Joyner,Other,male,0.0,USA,30.0,94301,4,3.18,0.15,3.5,2.51,9.37,0.0,17.0,3.0,-0.22,2.21,-1.74,-0.85,6.66,Quantitative,None,Good,0.0,0.0,0.0
Elizabeth Pretty,Asian,female,0.0,USA,24.0,94301,1,3.12,0.67,-1.0,2.39,6.7,0.0,17.0,4.0,0.67,0.54,-2.87,-1.61,5.43,Quantitative,None,Bad,1.0,0.0,1.0
Carmel Budds,Hispanic,female,0.0,USA,27.0,94561,2,2.86,0.52,5.5,3.12,7.919999999999999,0.0,81.0,1.0,-2.01,2.4,-0.09,-0.96,5.68,Sciences,Ok,Good,0.0,0.0,0.0
Kimberly Willett,Asian,female,0.0,USA,26.0,94304,2,3.53,0.58,1.5,2.68,7.39,0.0,19.0,4.0,0.73,1.41,0.62,-0.48,5.82,Humanities,Ok,Good,0.0,0.0,0.0
Ryan Villanueva,Hispanic,male,1.0,Mexico,33.0,94114,3,3.0,0.31,7.0,3.4,9.77,0.0,47.0,4.0,0.36,3.1,2.37,1.21,8.12,Quantitative,Ok,Good,0.0,0.0,0.0
Noe Nickell,Hispanic,male,0.0,USA,25.0,94028,2,3.03,0.5,1.0,3.13,9.93,0.0,23.0,2.0,-1.46,1.71,0.46,0.64,7.74,Quantitative,Ok,Bad,0.0,1.0,0.0
Leonard High,Caucasian,male,0.0,USA,24.0,94549,2,3.96,0.71,1.5,3.4,10.47,0.0,53.0,2.0,0.59,1.8,-0.1,0.81,8.15,Engineering,Very Good,Good,0.0,0.0,0.0
Dorothy Wood,Caucasian,female,2.0,USA,30.0,94025,5,3.44,0.6,5.0,3.75,14.27,0.0,20.0,2.5,-2.52,1.71,-0.34,0.72,8.2,Engineering,Very Good,Good,1.0,0.0,0.0
Don Zemlicka,Caucasian,male,1.0,USA,33.0,94040,1,2.34,0.38,1.5,1.69,4.42,0.0,1.0,8.5,1.52,2.08,-0.55,0.82,8.5,Quantitative,Ok,Good,0.0,1.0,1.0
Dwight Thomas,Caucasian,male,0.0,USA,27.0,95620,2,2.93,0.23,3.5,2.86,9.29,0.0,101.0,0.0,-2.1,2.02,1.05,0.68,7.52,Quantitative,Ok,Good,0.0,0.0,0.0
Susan Tidwell,African-American,female,0.0,USA,34.0,94040,3,3.78,0.23,5.0,3.23,9.469999999999999,0.0,1.0,10.0,5.45,1.5,-1.33,-2.49,3.57,Quantitative,Ok,Good,0.0,0.0,0.0
Branden Dicicco,Hispanic,male,1.0,USA,30.0,94588,3,2.92,0.31,5.0,3.03,8.879999999999999,0.0,36.0,3.0,-0.78,1.41,-2.27,-3.55,2.51,Quantitative,Ok,Good,0.0,0.0,0.0
Michael Mejia,African-American,male,2.0,Canada,33.0,94027,4,3.69,0.52,6.0,3.89,11.61,0.0,24.0,1.0,-2.74,3.33,4.07,3.01,10.23,Engineering,Very Good,Good,0.0,0.0,0.0
Duane Ryan,Asian,male,0.0,USA,29.0,94587,3,3.02,0.67,3.5,2.83,8.65,0.0,30.0,2.5,-0.75,2.71,1.2,1.17,8.42,Quantitative,None,Good,0.0,0.0,0.0
Kevin Simmons,Asian,male,0.0,USA,27.0,94545,2,3.17,0.44,3.0,3.22,9.96,0.0,37.0,4.5,1.32,0.08,-4.37,-3.12,3.54,Sciences,Ok,Good,1.0,0.0,0.0
Albert Tull,African-American,male,2.0,USA,40.0,94131,4,3.71,0.58,6.5,3.77,10.969999999999999,0.0,44.0,5.0,1.5099999999999998,3.43,1.41,1.6,9.35,Sciences,Ok,Good,0.0,0.0,0.0
Amy Haynes,Caucasian,female,0.0,USA,26.0,94085,2,3.06,0.46,4.0,3.28,9.379999999999999,0.0,10.0,0.0,-4.46,3.57,3.19,3.34,11.21,Quantitative,Ok,Good,0.0,0.0,0.0
Mary Magnall,Caucasian,female,2.0,USA,33.0,94566,4,3.72,0.52,5.0,4.78,16.06,0.0,35.0,4.5,2.78,1.35,-0.6,-0.5,6.36,Engineering,Very Good,Good,0.0,0.0,0.0
Lawrence Ramsdell,Caucasian,male,2.0,USA,27.0,94114,5,3.14,0.29,5.0,3.58,14.15,0.0,47.0,1.5,-3.45,0.0,-4.39,-3.01,3.62,Quantitative,Very Good,Good,0.0,1.0,0.0
Leo Martin,Caucasian,male,2.0,USA,31.0,94040,5,2.36,0.67,2.0,2.82,11.58,0.0,1.0,5.0,2.29,3.12,3.04,2.73,10.1,Quantitative,Ok,Good,1.0,0.0,0.0
Kenneth Crockett,Caucasian,male,0.0,Australia,25.0,94014,5,2.77,0.71,3.0,2.86,11.129999999999999,0.0,43.0,1.5,-0.15,2.05,-1.17,-1.62,5.03,Engineering,Very Good,Bad,0.0,0.0,0.0
Mariana Corf,Asian,female,1.0,USA,32.0,94022,3,3.95,0.5,6.0,3.79,11.19,0.0,13.0,5.0,1.38,1.04,-2.1,-1.57,5.23,Engineering,None,Good,0.0,0.0,0.0
Graciela Boll,Asian,female,1.0,USA,33.0,94085,2,2.84,0.4,3.0,2.57,7.8500000000000005,0.0,10.0,7.5,3.94,0.99,-3.56,-4.43,1.48,Sciences,None,Bad,0.0,0.0,0.0
Manuel Gulledge,Caucasian,male,0.0,USA,29.0,94043,4,2.9,0.29,5.5,3.1,10.58,0.0,6.0,3.0,-0.16,1.08,0.1,0.57,7.57,Quantitative,None,Good,0.0,0.0,0.0
Adam Taylor,Caucasian,male,0.0,USA,29.0,94403,4,2.65,0.62,1.5,1.99,7.88,0.0,26.0,3.0,1.22,1.22,-1.02,-0.9,5.82,Engineering,Ok,Good,0.0,0.0,0.0
James Weiland,Caucasian,male,1.0,USA,31.0,94043,2,2.37,0.44,4.0,2.44,7.3,0.0,6.0,6.0,-0.63,3.5,2.8,3.16,11.13,Engineering,Very Good,Bad,0.0,0.0,0.0
Thomas Holbrook,Caucasian,male,0.0,USA,31.0,94085,3,2.74,0.27,4.5,3.11,10.55,0.5,9.0,5.0,-0.63,3.99,3.39,2.92,10.5,Engineering,Ok,Good,0.0,0.0,0.0
Dixie Atkeson,African-American,female,0.0,USA,31.0,94707,4,2.88,0.23,7.5,3.37,10.579999999999998,0.0,61.0,4.0,0.81,2.06,-0.27,-0.37,6.63,Engineering,Very Good,Bad,0.0,0.0,0.0
Michael Nghe,Caucasian,male,2.0,USA,30.0,94611,5,3.12,0.56,3.0,3.0,12.48,1.5,52.0,0.5,-1.84,3.19,1.25,0.62,7.71,Quantitative,Very Good,Good,0.0,1.0,0.0
Frederick Soule,Caucasian,male,2.0,USA,37.0,94544,1,3.36,0.52,4.0,3.45,8.64,0.0,31.0,4.0,-0.33,2.42,0.66,0.42,7.47,Quantitative,None,Bad,0.0,0.0,0.0
Priscilla Chong,Caucasian,female,0.0,USA,30.0,94014,3,3.05,0.15,5.0,2.64,8.36,0.0,43.0,5.0,3.96,2.57,2.42,3.14,10.86,Engineering,None,Good,0.0,0.0,0.0
Richard Mangon,Caucasian,male,1.0,USA,25.0,94585,1,2.77,0.35,1.0,2.56,7.35,2.5,97.0,1.0,0.03,0.0,-2.73,-2.1,4.29,Engineering,None,Bad,0.0,0.0,0.0
Deborah Altieri,Caucasian,female,1.0,USA,25.0,94105,3,3.37,0.54,4.0,3.39,10.75,0.0,45.0,0.0,-1.64,2.17,-0.91,-0.82,6.14,None,None,Good,0.0,0.0,0.0
Mary Tripp,Caucasian,female,0.0,USA,23.0,94539,1,2.36,0.33,3.5,2.32,6.420000000000001,0.0,25.0,0.0,-2.68,3.15,2.81,2.1,9.24,Engineering,None,Bad,0.0,1.0,0.0
Frieda Rose,Caucasian,female,2.0,Australia,30.0,94010,5,3.19,0.23,7.0,3.41,11.94,0.0,33.0,2.5,-1.5,2.04,-0.27,0.36,7.73,Quantitative,Ok,Good,0.0,0.0,0.0
Vivian Sherman,Asian,female,1.0,USA,29.0,94566,3,3.33,0.21,4.0,2.83,9.639999999999999,2.5,35.0,3.5,0.46,1.54,-0.47,-0.15,6.89,None,Very Good,Good,0.0,0.0,0.0
Brian Padilla,Asian,male,0.0,Canada,35.0,94542,2,2.61,0.62,7.0,3.53,9.9,0.0,41.0,1.0,-1.92,3.53,2.09,1.28,8.52,Sciences,Very Good,Good,0.0,0.0,0.0
Gabriel Duggan,Asian,male,1.0,USA,25.0,94523,4,3.06,0.21,5.0,2.95,11.15,0.0,55.0,0.0,-3.18,1.29,-0.05,0.01,6.84,Engineering,Very Good,Good,0.0,0.0,0.0
Terry Colbert,Caucasian,female,0.0,USA,30.0,94038,1,3.07,0.5,2.5,2.77,6.61,0.0,57.0,2.5,2.59,2.96,1.81,1.59,8.99,Quantitative,Ok,Bad,1.0,0.0,0.0
Jose Lemus,African-American,male,2.0,USA,41.0,94121,5,3.11,0.38,7.0,3.96,15.09,0.0,54.0,4.5,0.8700000000000001,1.7,0.58,-0.42,5.98,Engineering,Very Good,Good,1.0,0.0,0.0
Shelby Davis,Caucasian,male,0.0,USA,27.0,94089,3,3.03,0.54,4.0,4.11,14.129999999999999,0.0,11.0,0.0,-4.34,3.03,1.0,1.95,9.83,Engineering,Ok,Good,1.0,0.0,0.0
Amanda Ullery,Caucasian,female,1.0,USA,36.0,94022,2,3.11,0.48,2.0,2.95,8.93,5.5,13.0,7.0,4.93,2.88,0.67,-0.03,6.89,Engineering,Very Good,Good,1.0,1.0,0.0
Sherry William,Caucasian,female,1.0,USA,28.0,94586,2,2.55,0.0,5.5,2.01,6.53,0.0,38.0,3.5,0.27,2.24,1.05,0.31,7.06,Sciences,Ok,Bad,1.0,1.0,0.0
Rose Days,Other,female,1.0,USA,21.0,94542,1,2.95,0.46,1.0,2.38,5.54,0.0,41.0,0.0,-4.41,1.15,-2.34,-2.04,4.63,Sciences,Ok,Good,0.0,0.0,0.0
Wesley Rogers,African-American,female,0.0,USA,32.0,95134,2,3.32,0.42,1.5,3.44,10.579999999999998,3.0,16.0,4.0,0.47,2.12,-0.09,-0.55,6.17,Engineering,None,Bad,0.0,0.0,0.0
Adam Temple,Caucasian,male,1.0,USA,23.0,94525,3,3.6,0.5,3.0,3.65,11.51,0.0,64.0,0.0,-2.96,2.96,0.87,1.19,8.73,Quantitative,Ok,Good,0.0,0.0,0.0
Susan Rickett,Caucasian,female,0.0,USA,31.0,94040,2,3.31,0.56,4.0,3.56,10.17,1.0,2.0,5.0,-0.66,0.84,-1.97,-1.15,5.84,Engineering,Ok,Good,0.0,0.0,0.0
Horace Dostal,African-American,male,2.0,USA,35.0,94603,5,3.32,0.58,10.5,4.62,13.7,0.0,40.0,2.0,-1.49,2.18,0.32,0.6,7.91,Engineering,Very Good,Good,1.0,0.0,0.0
Larry Hopp,African-American,male,0.0,USA,35.0,94027,1,3.1,0.44,2.5,3.1,7.95,0.0,24.0,5.0,1.52,0.86,-1.31,-0.44,6.59,Engineering,None,Good,0.0,0.0,1.0
Tyler Graham,Caucasian,male,0.0,USA,25.0,94085,2,2.82,0.35,3.5,2.5,8.1,0.0,8.0,1.0,-3.71,0.88,-3.77,-3.89,2.43,Quantitative,Very Good,Bad,0.0,0.0,0.0
Herman Huang,African-American,male,2.0,USA,25.0,94027,1,3.15,0.35,2.0,2.91,5.8500000000000005,0.0,24.0,0.0,-4.08,2.01,1.19,0.55,7.25,Sciences,Ok,Bad,0.0,0.0,0.0
Laquita Look,Hispanic,female,1.0,USA,34.0,94588,4,3.6,0.52,9.5,4.01,11.229999999999999,0.0,36.0,0.0,-3.7,1.74,-1.19,-0.73,6.38,Engineering,Very Good,Good,0.0,0.0,0.0
David Woodward,Other,male,0.0,USA,33.0,94560,2,2.42,0.23,3.0,2.78,9.46,0.0,29.0,5.5,2.09,0.55,-2.68,-2.68,3.62,Engineering,Ok,Bad,0.0,0.0,0.0
Donald Taylor,African-American,male,1.0,USA,30.0,94043,4,2.59,0.67,6.0,4.21,13.879999999999999,0.0,5.0,5.0,0.81,2.81,1.99,1.46,8.64,Engineering,Very Good,Good,1.0,0.0,0.0
Oliver Throgmorton,Caucasian,male,0.0,USA,22.0,94578,4,2.91,0.25,0.5,2.14,9.59,0.0,39.0,2.5,-0.37,2.59,1.08,0.22,7.13,Quantitative,Ok,Good,0.0,0.0,0.0
William Jarrell,Caucasian,male,0.0,USA,35.0,94542,2,2.54,0.29,3.0,2.51,7.76,4.0,41.0,2.0,0.87,2.14,-0.39,-0.32,6.65,Quantitative,Ok,Bad,0.0,0.0,0.0
Mark Morales,African-American,male,1.0,USA,34.0,94566,3,3.27,0.5,5.5,4.38,13.23,0.0,35.0,3.5,-0.06,2.2,0.26,0.7,7.96,Quantitative,Very Good,Good,1.0,0.0,1.0
Robert Ortega,Other,male,2.0,USA,35.0,95002,5,3.51,0.73,9.0,4.9,17.8,0.0,15.0,5.0,1.61,2.62,1.06,-0.0,6.61,Quantitative,Ok,Good,1.0,0.0,0.0
Gregory Bundy,Caucasian,male,1.0,Australia,30.0,94525,5,3.68,0.58,7.0,4.04,13.49,0.0,64.0,3.0,0.02,3.84,3.56,3.31,10.99,Engineering,Ok,Good,1.0,1.0,0.0
Thomas Anderson,Caucasian,male,1.0,USA,28.0,94525,1,2.25,0.31,1.0,1.39,4.34,0.0,64.0,4.0,-0.07,0.0,-3.36,-1.7,5.17,Sciences,None,Bad,0.0,1.0,1.0
Jack Bjornson,Asian,male,1.0,China,29.0,94061,4,2.42,0.77,4.0,4.14,14.11,0.0,22.0,3.5,0.23,1.73,-2.02,-1.22,5.86,Engineering,Very Good,Good,1.0,0.0,0.0
Kasie Ortiz,Caucasian,female,1.0,USA,31.0,94070,1,3.21,0.4,2.5,2.05,3.79,0.5,27.0,7.0,-0.26,1.88,0.46,0.59,7.6,Quantitative,Very Good,Bad,0.0,0.0,1.0
Carolyn Watson,Other,female,2.0,USA,31.0,94022,2,2.62,0.52,5.0,3.44,9.889999999999999,0.0,13.0,4.5,1.31,2.6,1.59,0.79,7.62,Engineering,Very Good,Bad,1.0,0.0,0.0
Kent Zuniga,Caucasian,male,0.0,USA,25.0,94131,1,2.95,0.42,1.0,2.38,5.95,0.0,44.0,2.0,1.47,4.1,2.18,2.43,10.43,Humanities,None,Good,0.0,1.0,0.0
Lawrence Ramos,Asian,male,0.0,USA,30.0,94539,1,2.2,0.02,0.0,1.76,5.44,0.0,25.0,2.0,-0.91,1.66,-0.7,-0.27,6.74,Quantitative,None,Good,0.0,0.0,1.0
Rick Smith,Hispanic,male,2.0,USA,39.0,94131,4,3.18,0.62,8.5,3.86,11.11,0.0,44.0,6.5,2.64,2.4,0.67,0.08,6.92,Sciences,None,Good,0.0,1.0,0.0
Betsy White,Caucasian,female,2.0,USA,31.0,94707,4,2.86,0.85,6.0,3.6,11.239999999999998,0.0,61.0,2.0,-0.92,2.54,1.81,1.93,9.3,Quantitative,Ok,Good,0.0,0.0,0.0
Edward Sanders,Caucasian,male,0.0,Canada,31.0,94043,1,3.01,0.21,3.0,2.72,6.720000000000001,0.0,7.0,5.0,1.37,0.21,-2.38,-1.55,5.14,Engineering,None,Bad,0.0,1.0,0.0
Patrick Sawyer,Caucasian,male,0.0,USA,26.0,94560,3,2.46,0.4,5.0,2.76,9.32,1.0,29.0,2.5,-1.14,1.89,0.04,0.46,7.64,Engineering,Very Good,Bad,0.0,0.0,0.0
Eric Hazlett,African-American,male,0.0,USA,23.0,95002,1,2.76,0.29,-3.0,1.27,1.5499999999999996,0.0,15.0,5.5,1.48,1.66,0.1,0.41,7.39,Engineering,Ok,Good,0.0,0.0,0.0
Taren Chapell,Asian,female,1.0,USA,33.0,94618,2,3.58,0.31,3.0,2.91,8.67,0.0,51.0,6.0,2.35,1.85,0.04,-0.55,6.05,Quantitative,None,Good,0.0,1.0,0.0
Dennis Loera,Caucasian,male,0.0,Canada,29.0,94549,1,2.35,0.5,4.0,1.88,4.23,0.0,53.0,3.0,1.15,2.52,1.31,1.59,8.98,Engineering,Very Good,Bad,0.0,0.0,1.0
Sandra Perez,African-American,female,1.0,USA,38.0,94542,4,3.4,0.67,5.0,3.57,10.149999999999999,3.0,41.0,4.0,0.8300000000000001,2.66,1.11,0.69,7.67,Engineering,Ok,Good,0.0,0.0,0.0
Sarah Beliveau,Asian,female,0.0,USA,24.0,94538,1,3.51,0.04,1.0,1.72,4.49,0.0,21.0,0.0,-3.44,2.04,0.3,-0.03,6.79,Quantitative,None,Bad,0.0,1.0,1.0
Elizabeth Williams,African-American,female,2.0,USA,35.0,94707,4,3.2,0.46,5.5,3.83,12.279999999999998,1.5,60.0,2.5,-0.42,2.75,0.46,0.13,7.25,Humanities,Ok,Good,0.0,0.0,0.0
Harold Bloom,African-American,male,0.0,USA,22.0,95620,4,2.43,0.46,1.0,2.13,8.559999999999999,0.0,105.0,0.0,-3.72,1.74,-0.29,0.34,7.67,Quantitative,Ok,Good,0.0,0.0,0.0
Wm Parker,Caucasian,male,0.0,USA,31.0,94941,3,3.66,0.52,5.0,3.95,12.56,1.0,75.0,3.0,-0.62,0.59,-4.51,-4.68,1.44,Engineering,Very Good,Good,0.0,0.0,0.0
Stella Hurrell,Asian,female,0.0,USA,37.0,95002,1,3.4,0.33,4.0,2.93,7.56,0.0,14.0,6.5,2.7,4.14,3.16,2.71,10.37,Engineering,Ok,Bad,0.0,0.0,0.0
Charles Williams,Caucasian,male,0.0,USA,25.0,94611,1,2.75,0.42,1.5,2.38,5.59,0.0,52.0,1.0,-0.97,1.32,0.77,0.67,7.5,Engineering,None,Bad,0.0,1.0,1.0
Donald Thompson,Hispanic,male,1.0,Mexico,35.0,94544,5,2.83,0.46,5.5,3.17,11.579999999999998,0.0,32.0,4.0,0.8500000000000001,2.61,0.61,-1.0,5.32,Humanities,None,Good,0.0,0.0,0.0
Isabelle Anderson,Caucasian,female,2.0,USA,36.0,94545,5,2.86,0.5,6.0,3.33,12.16,0.0,37.0,4.0,1.5,1.77,0.92,-0.17,6.14,Quantitative,Ok,Good,0.0,0.0,0.0
Gerald Abram,Caucasian,male,2.0,USA,32.0,94402,2,3.27,0.46,3.0,2.33,6.92,0.5,28.0,5.0,-0.69,1.11,-1.8,-1.67,4.94,Quantitative,Ok,Bad,0.0,1.0,0.0
Eula Anders,Caucasian,female,0.0,USA,30.0,94566,1,3.88,0.46,2.0,3.8,9.62,0.0,35.0,6.0,-0.59,2.79,1.6,2.24,9.97,Engineering,None,Bad,0.0,0.0,0.0
Estelle Mcfadden,Asian,female,2.0,USA,27.0,94061,3,3.62,0.48,3.5,3.62,11.68,0.0,22.0,0.0,-2.41,2.07,-0.35,0.68,8.3,Quantitative,None,Good,0.0,0.0,0.0
Robert Sanders,Caucasian,male,1.0,USA,35.0,94061,2,3.12,0.48,5.0,2.65,7.17,2.5,22.0,4.0,0.7,1.82,0.63,1.16,8.37,Engineering,None,Bad,0.0,0.0,1.0
Robert Cowell,Caucasian,male,1.0,USA,42.0,94545,2,3.12,0.21,6.0,3.58,11.42,0.0,37.0,5.0,0.26,0.77,-3.51,-3.48,2.92,Sciences,Very Good,Good,0.0,0.0,0.0
Charlie Bunting,Caucasian,male,1.0,USA,32.0,94010,4,2.77,0.62,9.0,3.87,11.97,0.0,33.0,3.0,1.96,2.1,-1.81,-1.47,5.58,Engineering,Ok,Good,0.0,0.0,0.0
Donald Bolebruch,Hispanic,male,0.0,USA,27.0,94010,3,2.49,0.35,6.0,2.64,7.64,0.0,33.0,3.0,-0.38,2.81,-0.06,-0.16,7.0,Engineering,Ok,Bad,0.0,0.0,0.0
Victoria Harlan,African-American,female,2.0,Canada,25.0,94549,5,2.81,0.5,7.0,3.57,11.839999999999998,0.0,53.0,0.0,-4.0600000000000005,4.1,5.16,5.05,13.06,Quantitative,Very Good,Good,1.0,0.0,0.0
Margaret Molina,Hispanic,female,2.0,USA,29.0,94611,3,3.51,0.25,6.0,3.72,11.189999999999998,0.0,52.0,0.0,-4.13,2.54,-0.59,-0.06,7.41,Engineering,Very Good,Good,1.0,0.0,0.0
Arlene Chary,Caucasian,female,1.0,USA,33.0,94707,5,3.62,0.62,6.0,4.35,14.62,3.0,60.0,0.0,-0.32,1.66,0.28,1.39,8.91,Sciences,Ok,Good,0.0,0.0,0.0
Louise Kirkland,Asian,female,0.0,USA,30.0,95134,3,3.03,0.31,3.0,2.75,9.27,0.0,16.0,4.5,1.35,1.95,-0.11,1.09,8.8,Engineering,Very Good,Good,0.0,0.0,0.0
Todd Leroux,Asian,male,0.0,USA,29.0,94121,3,3.34,0.69,4.0,3.57,11.16,0.0,54.0,1.0,-1.56,2.27,0.73,0.71,7.88,Engineering,Ok,Good,0.0,0.0,0.0
Nicholas Matlock,Caucasian,male,2.0,USA,32.0,94027,5,3.26,0.67,6.5,3.92,13.7,0.0,24.0,3.5,0.68,1.24,-1.04,-1.33,5.17,Engineering,Very Good,Good,1.0,0.0,0.0
Dale Baker,Caucasian,male,1.0,USA,26.0,94544,4,3.44,0.6,4.0,4.01,13.9,0.0,32.0,2.5,-2.28,3.96,3.8,3.15,10.65,Engineering,Ok,Good,1.0,0.0,0.0
Molly Daniels,Caucasian,female,0.0,USA,26.0,94087,4,2.66,0.27,3.5,2.3,8.6,0.0,12.0,1.0,-3.06,2.51,0.77,1.35,8.84,Quantitative,Ok,Bad,0.0,0.0,0.0
Susan Frey,Hispanic,female,0.0,USA,28.0,94131,1,2.96,0.52,2.0,2.18,4.3500000000000005,0.0,44.0,1.5,-1.83,2.35,2.12,1.76,8.81,Engineering,Very Good,Bad,0.0,0.0,1.0
Christopher Lunde,Hispanic,male,1.0,USA,36.0,94402,4,2.5,0.5,5.0,2.54,8.59,0.0,28.0,0.0,-3.81,1.28,-1.66,-1.66,4.95,Sciences,None,Bad,1.0,0.0,0.0
