,Unnamed: 0,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,Sports,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,HireVue Score,Arrest Record,Criminal Record,Names,Race,Gender,Birth Origin,Age
498,498,-1.079869647739284,3.125358189247238,1.2271341605419566,1.4325360263906228,2.2514390511963143,-3.8443848231903424,2.033198872300276,12.620968396690396,6.059557532639053,2.702356642846949,2.033198872300276,12.620968396690396,2.702356642846949,9.059557532639053,Humanities,Ok,Bad,0.0,0.0,1.0,0.0,Jackie Jorgensen,Caucasian,female,Canada,23.0
499,499,-0.34224985268724456,2.3146745918344314,1.1358631304181532,3.0561371896517064,1.909473279351119,-3.5260314272346047,3.112043867140601,55.28548850041743,1.6759334991605028,-1.000824859017985,3.112043867140601,55.28548850041743,-1.000824859017985,4.675933499160503,Quantitative,Ok,Good,0.0,0.0,1.0,0.0,Lisa Sheets,Caucasian,female,United States,36.0
500,500,-0.8943957061125979,3.5261554104780237,1.7961569116005516,0.3508986198924302,3.1298120221507766,-0.036070808259133266,1.8028930675767407,36.61323907995434,0.0,-2.8873709829555056,1.8028930675767407,36.61323907995434,-2.8873709829555056,3.0,Sciences,None,Bad,0.0,0.0,0.0,0.0,Jessica Olson,Caucasian,female,United States,26.0
501,501,-0.11667093298164585,2.911010111333,2.481815938063121,2.4674182361724304,2.776727131203649,-0.6502704387204503,2.4164199689947035,4.816886199143386,9.600864998906758,6.017991709255584,2.4164199689947035,4.816886199143386,6.017991709255584,12.600864998906758,Engineering,None,Good,0.0,0.0,1.0,0.0,Susan Mccurdy,Caucasian,female,Canada,38.0
502,502,1.3131766371353688,3.8044887350218537,2.4669402660504653,10.065707755373797,4.606025504197387,5.892127070290866,3.212500847818132,15.605181130501807,2.3883481643531153,-0.7026339397887572,3.212500847818132,15.605181130501807,-0.7026339397887572,5.388348164353116,Quantitative,None,Good,1.0,2.0,0.0,0.0,Michele Brennan,Caucasian,female,Canada,34.0
503,503,0.6381617210643014,2.7176556093073034,2.30766425766642,3.5884482145094854,2.527927249349852,-0.3011865841921121,1.9858027315465725,34.27213786846238,2.6252763127667413,-0.27510564397733256,1.9858027315465725,34.27213786846238,-0.27510564397733256,5.625276312766743,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Jennifer Harris,Caucasian,female,Australia,24.0
504,504,-0.9533061021501772,2.7439633969000425,0.9014235778160272,3.7700678045805582,2.7134719004389196,-2.1804725973969608,2.6134117089716766,23.90063462432225,3.9598323061054166,0.8846071044228655,2.6134117089716766,23.90063462432225,0.8846071044228655,6.959832306105418,Quantitative,Very Good,Good,0.0,0.0,0.0,0.0,Debra Richert,Caucasian,female,Canada,29.0
505,505,-1.4248891601316067,2.1566005669683994,1.9146916972756247,1.0155823587480677,2.039833040245651,-4.9691800399942085,3.2683910909038207,9.875130768723212,2.835425702329681,-0.3365210291173701,3.2683910909038207,9.875130768723212,-0.3365210291173701,5.835425702329682,Quantitative,Ok,Good,0.0,0.0,1.0,1.0,Lynnette Deibel,Caucasian,female,Australia,21.0
506,506,-0.3198266047681346,2.456580381390273,-0.7271991280830776,3.4957558479156834,1.7073428844479055,-3.2417446509179304,1.5658274619483503,56.82118028527657,0.19558212995930013,-2.4878010710090552,1.5658274619483503,56.82118028527657,-2.4878010710090552,3.1955821299592997,Engineering,Ok,Bad,0.0,0.0,1.0,0.0,Arlene Correa,Caucasian,female,Mexico,30.0
507,507,-1.839116754400278,3.034802977949754,3.010164289380626,-0.5552704439026552,1.7651565175150854,-7.692893512786276,0.4828239568905546,63.492435204604796,1.4783972259607416,-1.1294990283305577,0.4828239568905546,63.492435204604796,-1.1294990283305577,4.478397225960742,Engineering,Ok,Bad,1.0,1.0,1.0,1.0,Marisa Wolfe,Caucasian,female,India,27.0
508,508,-0.04184865829463613,3.1839722005181104,2.7080462243644576,6.292811798919628,4.085160440704496,2.6313981402850324,1.2570600289512122,24.931602628042523,4.471380491433487,1.279527190170336,1.2570600289512122,24.931602628042523,1.279527190170336,7.471380491433486,Quantitative,Very Good,Good,0.0,2.0,0.0,0.0,Leah Williams,Caucasian,female,China,23.0
509,509,-0.3450977186741751,3.189573175283817,2.483063289804703,4.466361062038951,3.4251918872590417,0.3404552393652631,2.4221298813604433,28.876589444010865,1.1646642785449317,-1.555997207126021,2.4221298813604433,28.876589444010865,-1.555997207126021,4.164664278544931,Sciences,Very Good,Bad,0.0,0.0,0.0,0.0,Kristine Reyes,Caucasian,female,Australia,25.0
510,510,-1.6167076432919505,2.684690578403933,0.8585212764462702,2.7209879119663207,2.6397922304675774,-3.3708118728492766,2.2453435519604468,37.48724536132926,0.9989797891583714,-1.7296509481586586,2.2453435519604468,37.48724536132926,-1.7296509481586586,3.9989797891583714,Humanities,Ok,Bad,0.0,0.0,1.0,0.0,Teresa Gregg,Caucasian,female,United States,34.0
511,511,1.4520264933467006,3.037333875515509,3.1387856869937765,7.0515046142630675,4.103975933719079,5.592015186151102,0.7053709118937526,60.1320828297194,2.804179487167694,-0.12649594382150267,0.7053709118937526,60.1320828297194,-0.12649594382150267,5.804179487167693,Engineering,Very Good,Good,1.0,1.0,0.0,0.0,Kendall Mayher,Caucasian,female,Mexico,24.0
512,512,0.006791961472789467,2.8454569282153206,1.8720503897691871,6.103391225481852,3.730668205639975,2.101734139508729,4.305794318005336,23.305321354839183,1.8674531512607533,-1.2461959182408862,4.305794318005336,23.305321354839183,-1.2461959182408862,4.8674531512607535,Engineering,Very Good,Good,0.0,2.0,0.0,0.0,Sharon Jordan,Caucasian,female,Canada,32.0
513,513,0.6130983228867589,2.868627552677512,1.185044472101318,5.300404467065505,3.1198861828431648,1.796034147442624,0.1926950234289575,66.77883363459011,4.926007876577453,1.9286298828049528,0.1926950234289575,66.77883363459011,1.9286298828049528,7.926007876577453,Quantitative,Ok,Good,0.0,2.0,1.0,0.0,Allison Turner,Caucasian,female,China,29.0
514,514,0.3995650572423843,3.412551822676043,2.0052981388060003,3.520129451086546,3.233207596191727,1.6578089023494234,2.2753373513835133,30.079458672301,2.8466207923351203,-0.20103913196881945,2.2753373513835133,30.079458672301,-0.20103913196881945,5.846620792335121,Engineering,Ok,Good,0.0,2.0,0.0,0.0,Tisha Johnson,Caucasian,female,China,23.0
515,515,0.478510772429505,2.6270591345755405,1.8978308433359885,3.522010635304605,3.0362229469686115,1.4603684446117098,2.2028703271784518,10.222939410235242,4.789641606187547,1.3808208213717286,2.2028703271784518,10.222939410235242,1.3808208213717286,7.789641606187548,Quantitative,None,Good,0.0,2.0,0.0,0.0,Kathryn Griffin,Caucasian,female,United States,27.0
516,516,0.4541001104006061,2.1403550735948103,1.9068880321240744,4.009463732297808,2.238080820788297,-1.466386623299032,1.5285123654703885,4.643863081622038,4.048845214216467,0.6463772694381894,1.5285123654703885,4.643863081622038,0.6463772694381894,7.048845214216469,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Debbi Thomas,Caucasian,female,India,31.0
517,517,-0.6816065684422913,2.7844676817369955,1.8264349214164664,0.2173207960078627,2.581303164854394,-1.4458252867109542,3.0640678064925524,46.69151674342857,3.0724074097315843,0.3292680975340593,3.0640678064925524,46.69151674342857,0.3292680975340593,6.072407409731584,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Linda Peterson,Caucasian,female,United States,34.0
518,518,0.6381596755198073,3.937148773285036,1.96047747380014,6.120331685434478,3.9808488306681538,3.5571229477713446,0.9798684015574146,31.088889859211108,3.8210752884800683,0.8290698896530784,0.9798684015574146,31.088889859211108,0.8290698896530784,6.821075288480067,Engineering,Ok,Good,1.0,2.0,0.0,0.0,Elizabeth Bell,Caucasian,female,United States,37.0
519,519,-1.5273920408908066,3.1852122929699047,2.043326185153989,-0.9820937961406102,2.331447890836221,-4.110938991310787,0.0,67.23272279605703,6.710332885391519,3.4219076960620023,0.0,67.23272279605703,3.4219076960620023,9.71033288539152,Engineering,Ok,Good,1.0,0.0,1.0,0.0,Dolores Slaughter,Caucasian,female,China,22.0
520,520,0.7843427304217478,2.167325597092673,3.6502720895213407,2.6607827454279303,3.2904058091623933,2.8250989710493704,1.4978196243526654,28.767486194523066,4.381160777709119,1.3247556026981095,1.4978196243526654,28.767486194523066,1.3247556026981095,7.38116077770912,Quantitative,Very Good,Good,0.0,1.0,0.0,0.0,Patricia Mcnab,Caucasian,female,United States,29.0
521,521,0.20221370625781332,3.118477226954855,1.980219116628552,2.549685702444891,2.840692459838352,0.2588367140475379,1.3091376661032037,23.489521629589817,3.619581772303537,0.3430778641216383,1.3091376661032037,23.489521629589817,0.3430778641216383,6.619581772303537,Quantitative,Ok,Good,0.0,0.0,0.0,0.0,Betty Graves,Caucasian,female,India,28.0
522,522,-0.5333163968861553,2.209276358156056,0.9373122911078536,3.644851354900633,2.2658363892388973,-2.8240291304528773,3.327742927691253,54.03487172705901,4.4750796889687265,0.6993963202195904,3.327742927691253,54.03487172705901,0.6993963202195904,7.475079688968727,Quantitative,Ok,Good,1.0,0.0,1.0,0.0,Clara Robinson,Caucasian,female,China,25.0
523,523,-1.4621894470131611,2.9889719139630406,0.4527882288480874,0.2957326238199629,1.5481139541578728,-6.258423391331855,1.5924989357960762,64.9032587393551,0.0,-4.115496441824351,1.5924989357960762,64.9032587393551,-4.115496441824351,3.0,Humanities,Ok,Bad,0.0,0.0,1.0,1.0,Diane Morse,Caucasian,female,Canada,24.0
524,524,-0.7844424614992546,2.321348651586752,0.3043076647936538,2.538445835564733,1.5441394933269568,-5.537621388438531,2.516666122759234,24.479299627858662,2.7667394143939483,-0.30370225389855016,2.516666122759234,24.479299627858662,-0.30370225389855016,5.766739414393947,Quantitative,None,Bad,0.0,0.0,1.0,1.0,Wilma Ahlman,Caucasian,female,India,29.0
525,525,0.5251797523032219,2.4208922010918523,0.5409453157045121,7.893555437051179,2.584034317751325,-0.6615367553364372,1.9281884299760108,34.99535788966531,5.853578176433223,2.6122857891354867,1.9281884299760108,34.99535788966531,2.6122857891354867,8.853578176433224,Engineering,Very Good,Good,0.0,0.0,0.0,0.0,Courtney Harris,Caucasian,female,Australia,28.0
526,526,-0.3741043310597933,2.554150225251853,0.7164409134601997,3.4473072779450336,2.5640834024118973,-1.2950869584354041,1.5593260374933282,35.36308681307805,4.4744000651499976,1.3873070502114526,1.5593260374933282,35.36308681307805,1.3873070502114526,7.474400065149997,Engineering,None,Bad,0.0,0.0,0.0,0.0,Shawna Becton,Caucasian,female,Mexico,31.0
527,527,-0.36333496840379054,2.209342034340448,2.0916595085277487,2.2709545899573063,2.5714397105586047,-1.4781452144560323,2.13065884396776,15.20238590100062,3.139744229811165,0.23860834807871345,2.13065884396776,15.20238590100062,0.23860834807871345,6.139744229811167,Humanities,Ok,Bad,1.0,0.0,0.0,0.0,Allison Galbreath,Caucasian,female,China,26.0
528,528,0.6361904675644924,3.5942786813056853,2.4713637952654155,5.615141995639732,3.573123626857245,2.269322159468895,0.4005043362035132,49.85317634788033,5.2844856211060405,2.225580188045285,0.4005043362035132,49.85317634788033,2.225580188045285,8.284485621106041,Quantitative,None,Good,0.0,2.0,0.0,0.0,Diane Johnson,Caucasian,female,United States,30.0
529,529,1.1428727184876677,2.511972476270949,1.7177369444621586,6.0238461503244425,2.8604000825514584,1.7232481075808943,0.8730274384427474,32.31495428501809,5.533766521896241,2.3700962272033346,0.8730274384427474,32.31495428501809,2.3700962272033346,8.53376652189624,Humanities,Ok,Good,0.0,2.0,0.0,0.0,Jeanette Figueroa,Caucasian,female,United States,28.0
530,530,0.34511349378632605,2.1202841612841654,2.064480261994654,2.1971056125952733,1.7438674293894934,-2.741873130767231,1.2080626528415812,41.04326581018253,2.8060519376639004,-0.2559857424769878,1.2080626528415812,41.04326581018253,-0.2559857424769878,5.806051937663901,Quantitative,Very Good,Bad,0.0,0.0,0.0,0.0,Suzanne Scott,Caucasian,female,United States,24.0
531,531,1.095167021837998,3.4221485698983605,3.4468525175357128,8.303921465805619,4.692686782658451,5.946085665542072,2.384347508377461,13.473112920800755,4.492738888004292,1.2020268049478755,2.384347508377461,13.473112920800755,1.2020268049478755,7.4927388880042916,Quantitative,Very Good,Good,1.0,2.0,0.0,0.0,Amelia Casey,Caucasian,female,China,30.0
532,532,-1.3193223268979464,2.7242878444651035,1.6434834119544932,3.3556873712035964,2.7518831875592427,-3.2368283642277333,1.103413814327989,12.117146717580495,3.546277335157332,0.2732803101767468,1.103413814327989,12.117146717580495,0.2732803101767468,6.546277335157332,Quantitative,Ok,Good,0.0,0.0,1.0,0.0,Anne Garza,Caucasian,female,Canada,26.0
533,533,-0.8456496650013545,2.55594549604606,1.9088275717434617,2.8554595035282224,2.4687403812335083,-2.8704246268689535,1.6956266114159468,22.751868003742857,3.352083802642144,0.1676932007788551,1.6956266114159468,22.751868003742857,0.1676932007788551,6.3520838026421425,Quantitative,Ok,Good,0.0,0.0,1.0,0.0,Lenore Caricofe,Caucasian,female,Canada,28.0
534,534,-0.29326974653915044,3.446693285193469,3.950001005318152,3.246119569689852,3.8713202577891233,1.5513903598324983,0.6824953379139418,72.45248596332435,2.8307292589330286,0.08871147447537901,0.6824953379139418,72.45248596332435,0.08871147447537901,5.830729258933028,Engineering,Ok,Good,0.0,2.0,0.0,0.0,Tamra Toan,Caucasian,female,China,29.0
535,535,0.985674048057158,3.13259157966248,2.2176573298448425,7.944787641700271,4.290553092615341,5.231610386488363,2.6203102409920724,41.2697762669486,1.8352479335218936,-0.8764367388185648,2.6203102409920724,41.2697762669486,-0.8764367388185648,4.835247933521893,Engineering,Ok,Good,1.0,2.0,0.0,0.0,Melissa Flynn,Caucasian,female,United States,22.0
536,536,0.4802846829348546,2.7000873286856866,2.3352594535878266,4.979174985239781,2.594566925715373,-0.8270824494210974,2.893573682081516,14.841889838709214,2.069520395393943,-1.0823195893618538,2.893573682081516,14.841889838709214,-1.0823195893618538,5.069520395393943,Quantitative,None,Bad,0.0,0.0,0.0,0.0,Kim Mason,Caucasian,female,India,31.0
537,537,-0.05600753602118274,2.485874036478109,0.13782316219477742,5.80601725193125,2.9614456275253844,0.4904868554648664,2.696554495998082,7.168459096854491,6.677846269392107,3.0585677500737645,2.696554495998082,7.168459096854491,3.0585677500737645,9.677846269392106,Quantitative,Ok,Good,0.0,0.0,0.0,0.0,Gladys Young,Caucasian,female,China,22.0
538,538,-0.6603917600334871,2.505831605998707,0.6952356458614355,1.6917569709188176,2.057380568823965,-3.1208283097607104,2.747572879476316,29.69667316094723,6.415363833660053,2.7633830543841564,2.747572879476316,29.69667316094723,2.7633830543841564,9.415363833660052,Engineering,None,Good,0.0,0.0,1.0,0.0,Inez Dineen,Caucasian,female,Australia,35.0
539,539,-0.7656360331919951,3.9487710531692617,3.3332865423565137,4.724015918037316,4.553317028184551,2.558331068608601,4.127881377595825,37.846144444380066,0.26184721679581896,-2.2383481030500945,4.127881377595825,37.846144444380066,-2.2383481030500945,3.261847216795819,Engineering,Very Good,Good,1.0,2.0,0.0,0.0,Grace Harrison,Caucasian,female,China,24.0
540,540,-0.943635964069946,2.7895531258323776,0.3740370359699101,0.35819994250077114,1.7531493882199138,-4.1554347517332335,2.1445569680579326,7.68496308728551,4.9370041704239265,1.4481361183375931,2.1445569680579326,7.68496308728551,1.4481361183375931,7.937004170423927,Sciences,Ok,Good,0.0,0.0,1.0,0.0,Holly Bedford,Caucasian,female,Australia,35.0
541,541,0.2492598308648869,3.6992759836820763,2.2363486295008626,7.160768662536165,3.68432538445306,1.4213497761527365,4.8061745421635065,11.837880017494662,1.8113245201052133,-1.1661796920637864,4.8061745421635065,11.837880017494662,-1.1661796920637864,4.811324520105213,Quantitative,None,Good,0.0,0.0,0.0,0.0,Mary Trout,Caucasian,female,Australia,23.0
542,542,-1.00601644012637,1.827845638755704,0.9367727078250954,1.4270272475401344,0.9766952985131714,-7.5892340212054625,0.4949877051534937,47.70517327574939,0.2501441621439442,-2.5888993532883267,0.4949877051534937,47.70517327574939,-2.5888993532883267,3.2501441621439437,Quantitative,None,Bad,0.0,0.0,1.0,1.0,Jeanie Vasquez,Caucasian,female,India,23.0
543,543,0.6187792983683978,2.8374680119502855,2.0902787192743157,6.212266360593139,2.8433512343956315,-0.10581877882576453,0.10956459501330752,24.637748909565765,1.6047974758112542,-1.5560163298813068,0.10956459501330752,24.637748909565765,-1.5560163298813068,4.604797475811254,Engineering,None,Bad,0.0,0.0,0.0,0.0,Michelle Squier,Caucasian,female,Mexico,25.0
544,544,-0.8210108843119286,3.684312645935167,3.4440337207491942,4.769504294556347,3.8075300321821786,-0.4996493449297426,1.2699715907593068,5.903044971250168,1.3107931331645193,-1.8276961299758805,1.2699715907593068,5.903044971250168,-1.8276961299758805,4.310793133164521,Humanities,Ok,Good,0.0,0.0,0.0,0.0,Addie Robinson,Caucasian,female,Mexico,27.0
545,545,0.6002380241355947,2.97168384337427,2.5061019985701605,5.873191000160795,3.2873273360214523,1.3383999824344797,0.5155263591006687,72.1468656096485,0.8435283187131599,-1.6876529329781922,0.5155263591006687,72.1468656096485,-1.6876529329781922,3.8435283187131604,Quantitative,None,Good,0.0,2.0,0.0,0.0,Michele Magar,Caucasian,female,China,25.0
546,546,-1.1849291250897742,3.0332088628543503,0.7227252877351138,4.24348622373289,2.6556146334688666,-3.212788104394429,2.303294636292703,64.25480252772392,1.5057389784172444,-0.8716935030165056,2.303294636292703,64.25480252772392,-0.8716935030165056,4.505738978417244,Engineering,None,Good,0.0,0.0,1.0,0.0,Francis Senske,Caucasian,female,India,24.0
547,547,1.1642981034408448,3.8935592175400933,3.2487343653516767,7.947734200242302,4.766192357971887,6.399897535261125,2.789732461134518,53.544885294764136,0.7650271067968348,-1.7836694080163011,2.789732461134518,53.544885294764136,-1.7836694080163011,3.7650271067968353,Sciences,None,Good,1.0,2.0,0.0,0.0,Darcy Braswell,Caucasian,female,Canada,28.0
548,548,-0.4273638519911681,3.850122280483752,2.6443578361540907,4.9199883871651835,3.7268340948020935,0.5342526762660289,1.1031446921627168,57.58775935166153,4.721262989167028,1.7991494329727862,1.1031446921627168,57.58775935166153,1.7991494329727862,7.721262989167028,Sciences,Ok,Good,0.0,0.0,0.0,0.0,Maria Ryan,Caucasian,female,India,25.0
549,549,-0.9941699311180859,2.6530885259813566,1.485014787135828,0.4504339692094619,2.0767729487970854,-4.0085506274426805,0.6462962466601561,66.37053585851663,0.6172431540482162,-1.9500948561848293,0.6462962466601561,66.37053585851663,-1.9500948561848293,3.617243154048216,Engineering,None,Bad,0.0,0.0,1.0,0.0,Mary Thomas,Caucasian,female,Canada,25.0
550,550,0.5992491539110114,3.2983459608120698,3.5151407703538724,5.727664860149123,3.7368988809335177,2.227464597942093,2.8515723496351892,9.529115264743917,1.9148019187966916,-1.0963234585977493,2.8515723496351892,9.529115264743917,-1.0963234585977493,4.914801918796691,Quantitative,Very Good,Good,0.0,2.0,0.0,0.0,Jessica Stewart,Caucasian,female,Canada,28.0
551,551,-0.535026065149991,2.5983875810406616,2.3967499987438123,1.2801030292083817,3.0164042758097795,-0.01640090938928813,2.076518194833363,53.35514790357029,0.12523153545691554,-2.2873193928298554,2.076518194833363,53.35514790357029,-2.2873193928298554,3.125231535456916,Quantitative,None,Bad,1.0,0.0,0.0,0.0,Virginia Kennell,Caucasian,female,India,30.0
552,552,0.41783657496254506,3.845711058218505,1.327299296502455,4.005223286539726,4.205102159414355,5.451892299925071,4.227527075788154,7.293873287622973,4.129981873240041,0.7358360113214716,4.227527075788154,7.293873287622973,0.7358360113214716,7.12998187324004,Engineering,Very Good,Good,1.0,2.0,0.0,0.0,Sarah Rierson,Caucasian,female,United States,22.0
553,553,1.4595374106856094,2.903984361331452,1.6610132448698285,9.631577436111632,3.605261930818568,3.6822238371013936,1.0758307545433796,2.2653813788668167,7.211374827977727,3.5828386044745506,1.0758307545433796,2.2653813788668167,3.5828386044745506,10.211374827977727,Quantitative,None,Bad,1.0,2.0,0.0,0.0,Teresa Jones,Caucasian,female,Canada,29.0
554,554,0.3338100539463129,2.7650180115704734,2.508134162389006,5.6237564901503205,3.4368549906487984,1.4111955541546768,1.2685862675818034,59.48502936232801,2.2121806213691224,-0.504333384347053,1.2685862675818034,59.48502936232801,-0.504333384347053,5.212180621369122,Engineering,Very Good,Bad,0.0,2.0,0.0,0.0,Jean Rutan,Caucasian,female,China,25.0
555,555,1.0949602606853028,2.914790910541996,1.5130371124807054,3.035217397271293,2.5997928524509626,1.4543080315990156,2.457133994940688,23.875841733745045,3.192132786147789,0.31360150832317635,2.457133994940688,23.875841733745045,0.31360150832317635,6.1921327861477895,Sciences,Ok,Good,0.0,2.0,0.0,0.0,Juanita Gilbert,Caucasian,female,Australia,25.0
556,556,-0.7331021068305278,3.5943350872224022,3.5020282641379783,1.7847270799812769,3.510306474743439,-0.27381470818085296,1.3303342596061456,41.354814534220026,2.498058846190605,-0.4936163556696566,1.3303342596061456,41.354814534220026,-0.4936163556696566,5.498058846190605,Humanities,Very Good,Good,0.0,0.0,0.0,0.0,Carol Dean,Caucasian,female,Australia,33.0
557,557,0.5728777646364688,3.342703447772731,3.7373351408835855,0.7684324022232998,3.441510856259322,2.8392994072416107,3.9359603110208545,18.108451803005227,3.4634323275263323,0.29221843016791604,3.9359603110208545,18.108451803005227,0.29221843016791604,6.463432327526332,Engineering,Very Good,Good,1.0,2.0,1.0,0.0,Marilyn Farmer,Caucasian,female,Canada,26.0
558,558,1.135657060424752,3.2019448148884138,2.268990506183968,5.542592630106494,3.757310915135811,4.344126699615384,1.3891976950151792,99.89952826628185,0.0,-2.6870614488305766,1.3891976950151792,99.89952826628185,-2.6870614488305766,3.0,Engineering,Very Good,Good,0.0,2.0,0.0,0.0,Maggie Wright,Caucasian,female,China,27.0
559,559,1.1665234989663973,3.1508292769906303,3.317303926870995,9.110452170903605,4.964136382451024,7.135328355006923,2.887698045345183,2.6379984845648075,2.966600388671858,-0.24598747225785134,2.887698045345183,2.6379984845648075,-0.24598747225785134,5.966600388671857,Engineering,None,Good,0.0,2.0,0.0,0.0,Patricia Oubre,Caucasian,female,China,23.0
560,560,-1.3627824947748592,2.568689407161157,2.26154722488002,2.124749415429312,2.347896854062056,-4.662973477876647,1.4283705857856337,4.26085450427572,5.053159947371782,1.2972852213670416,1.4283705857856337,4.26085450427572,1.2972852213670416,8.053159947371782,Humanities,None,Good,0.0,0.0,1.0,1.0,Ann Walker,Caucasian,female,Canada,24.0
561,561,-0.7348698489100796,3.2511089752598363,2.3763414515333743,1.5576322005087393,3.4063903443174066,0.5121736934409878,3.2580774429350203,17.661130255263068,0.014011937228803895,-2.754323752276508,3.2580774429350203,17.661130255263068,-2.754323752276508,3.0140119372288035,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Laura Leising,Caucasian,female,Australia,29.0
562,562,-0.15568019186573476,3.2492188861861364,1.3742031198215132,3.3685926478209542,3.1305290276038615,0.7287242052843779,1.8309060245380533,6.862169465691544,5.5879903078651765,2.0551701483957734,1.8309060245380533,6.862169465691544,2.0551701483957734,8.587990307865176,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Emily Banks,Caucasian,female,India,24.0
563,563,-0.3241812461336396,2.153754912865186,1.5725290094235491,3.3100454466765203,2.1896430035335497,-2.580057270929769,2.46148428183062,47.205906516384744,0.0,-4.145167770410692,2.46148428183062,47.205906516384744,-4.145167770410692,3.0,Humanities,Very Good,Bad,0.0,0.0,0.0,0.0,Kimberly Skinner,Caucasian,female,Canada,28.0
564,564,-0.3265723094488224,3.3652289958019868,1.3703211502997843,2.9257117814861267,2.072356078847607,-3.646170773212124,3.7239641438103113,39.67902026710672,2.008876346279333,-0.4626397664723307,3.7239641438103113,39.67902026710672,-0.4626397664723307,5.008876346279333,Sciences,Ok,Good,1.0,0.0,1.0,0.0,Elizabeth Clevenger,Caucasian,female,India,21.0
565,565,0.877129360376323,2.4489583094758376,1.8917055934212061,6.232897062162718,3.3128653753145167,2.462067638628679,2.540014115236969,34.890997324807465,2.99911469307664,0.030770159251502192,2.540014115236969,34.890997324807465,0.030770159251502192,5.999114693076639,Humanities,Very Good,Good,0.0,2.0,0.0,0.0,Melissa Kahele,Caucasian,female,India,26.0
566,566,0.4369988585145495,2.671543378402617,2.300275641151297,4.8324386882680646,3.084957658113069,0.919567439090814,2.7798654224865613,37.061188460190884,0.0,-4.368093649208909,2.7798654224865613,37.061188460190884,-4.368093649208909,3.0,Engineering,None,Good,0.0,0.0,0.0,0.0,Elizabeth Lopez,Caucasian,female,United States,33.0
567,567,0.10237199617459387,2.5376139629596115,1.493288462336301,1.8240945515027744,1.7457934300111393,-3.020948458918629,1.2244654270088502,37.3742593905638,2.7344864351985345,-0.2895754899548499,1.2244654270088502,37.3742593905638,-0.2895754899548499,5.734486435198535,Humanities,None,Good,0.0,0.0,1.0,1.0,Florence Stahl,Caucasian,female,Australia,29.0
568,568,0.7308842401285891,2.604136258430056,3.209945497383983,7.597233025596843,3.689371268714953,2.2807317991343945,2.2474055978543643,20.09031315051456,5.561564362358173,2.3468773148418722,2.2474055978543643,20.09031315051456,2.3468773148418722,8.561564362358173,Engineering,Very Good,Good,0.0,2.0,0.0,0.0,Kathy Nimmo,Caucasian,female,Australia,30.0
569,569,-0.5088764100242802,2.216786553455679,1.4419464093047958,2.1328205086759717,1.7343635376498776,-4.282468099847196,0.5258846250958793,44.103659947349364,2.2407573015153064,-0.9053908749891024,0.5258846250958793,44.103659947349364,-0.9053908749891024,5.240757301515306,Sciences,Ok,Bad,0.0,2.0,1.0,1.0,Miranda Guardado,Caucasian,female,Australia,23.0
570,570,-0.4754699175395823,3.5833490259747602,2.11486580166764,1.7538543694359945,3.31047940099224,0.5332308166012407,2.063569489795654,65.68141434527192,2.1679848077996557,-0.3274314749061561,2.063569489795654,65.68141434527192,-0.3274314749061561,5.167984807799655,Engineering,Ok,Good,0.0,0.0,0.0,0.0,Bertha Farmer,Caucasian,female,United States,30.0
571,571,-0.4383561755412108,2.41437475063336,0.5238833680312587,2.2744272971732182,1.6519482233529443,-4.225700716772297,0.0,56.11426111868797,6.2123787522440495,2.874558658987627,0.0,56.11426111868797,2.874558658987627,9.212378752244051,Engineering,None,Bad,0.0,0.0,1.0,1.0,Beverly Grossmann,Caucasian,female,Canada,24.0
572,572,0.5238207744242368,3.2189894348555588,1.3978487725607556,5.56833443516791,3.4062999464064454,2.323264322119215,1.6707035393380236,11.251186812071653,3.3327427557604574,-0.20688201295296976,1.6707035393380236,11.251186812071653,-0.20688201295296976,6.332742755760457,Engineering,Very Good,Good,0.0,2.0,0.0,0.0,Debra Mosley,Caucasian,female,China,24.0
573,573,0.7497019327195081,3.352747675227955,0.8306958871091601,6.032883379458207,2.922947648343871,1.2201903647145578,1.8667416587039376,53.509762945808404,2.1464648773129937,-0.5075657380714056,1.8667416587039376,53.509762945808404,-0.5075657380714056,5.146464877312994,Engineering,Very Good,Bad,0.0,0.0,1.0,0.0,Jessica Bennett,Caucasian,female,Canada,33.0
574,574,-0.4751409025123349,2.8724157697546464,3.2036227146834024,4.126573813988375,4.078205304803687,2.286883890604164,1.4143114436356865,26.019831221868163,2.882959370144153,-0.3318148209091936,1.4143114436356865,26.019831221868163,-0.3318148209091936,5.882959370144152,Engineering,Very Good,Good,0.0,2.0,0.0,0.0,Jennie Rust,Caucasian,female,United States,31.0
