,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,scores
218,Jorge Smith,3.259383975,1.08,0.0,0.1,0.0,0,0,0.357157734,0,0,29,United States,2,Engineering,1.0,Club/Intramural,0,0,0.5,1,1.0,1.4571577340000001
103,Janis Frazier,3.5064239130000003,0.58,0.1,0.0,0.1,0,3,0.74763328,0,1,31,United States,2,Humanities,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,1.4476332799999998
421,Regina Voller,2.782498576,1.68,0.0,0.05,0.0,0,5,0.393059063,0,1,25,United States,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,1.0,1.443059063
452,Jay Walker,3.1480951939999997,1.8,0.2,0.05,0.0,1,5,0.184154934,0,0,29,United States,1,Sciences,0.3333333333333333,None,0,0,0.5,1,1.0,1.434154934
317,Jonathan Torres,2.2266739330000003,1.38,0.2,0.0,0.0,0,3,0.7243063820000001,3,0,22,United States,1,Quantitative,0.6666666666666666,None,0,0,1.0,1,0.5,1.4243063820000001
465,James Coronado,3.80275289,1.9,0.0,0.05,0.0,0,5,0.872776927,0,0,26,United States,2,Humanities,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.5,1.4227769270000001
432,Leroy Liscomb,2.985717918,1.72,0.0,0.025,0.0,0,3,0.39759013200000004,0,0,23,United States,2,Humanities,0.6666666666666666,None,0,0,0.5,1,1.0,1.4225901319999998
384,Dorothy Youree,2.9271771380000002,1.6,0.2,0.0,0.0,0,2,0.21375563600000003,2,1,24,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,0.5,1,1.0,1.4137556359999999
187,Benjamin Lapp,3.25229052,0.98,0.0,0.025,0.1,0,1,0.788651567,0,0,23,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.5,1.413651567
148,Joshua Sellers,3.291778121,0.86,0.0,0.025,0.0,0,6,0.38834592799999995,0,0,27,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.5,1,1.0,1.4133459279999998
73,Stephen Cooksey,3.969429662,0.44,0.2,0.07500000000000001,0.0,0,2,0.6321480039999999,1,0,22,United States,1,Quantitative,0.6666666666666666,NCAA/Professional,0,1,0.5,1,0.5,1.407148004
40,Robert Owens,3.511147251,0.18,0.2,0.0,0.0,0,3,0.70298533,0,0,26,Australia,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.5,1.40298533
315,Edward Sorenson,1.511594866,1.38,0.0,0.0,0.0,0,4,0.8993775409999999,2,0,34,China,2,Humanities,0.3333333333333333,None,0,0,1.0,1,0.5,1.3993775409999998
245,Lori Neal,3.180447595,1.18,0.0,0.05,0.0,0,5,0.845885131,0,1,30,United States,2,Engineering,0.6666666666666666,None,0,0,1.0,1,0.5,1.395885131
324,Vern Peterson,3.1909130130000003,1.4,0.2,0.05,0.0,0,0,0.640215629,0,0,22,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.5,1.390215629
101,Lisa Shaner,3.101519223,0.58,0.2,0.05,0.0,0,4,0.635128538,3,1,29,Mexico,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.5,1.385128538
328,Anthony Ortiz,3.486413985,1.42,0.1,0.05,0.0,1,1,0.232097241,4,0,30,United States,1,Quantitative,1.0,None,0,0,0.5,1,1.0,1.3820972409999999
379,Barry Mendoza,2.67696243,1.58,0.1,0.05,0.0,0,2,0.730955591,4,0,22,United States,2,Sciences,0.6666666666666666,None,0,0,1.0,1,0.5,1.380955591
155,Jose Albert,3.113720598,0.88,0.1,0.07500000000000001,0.0,0,2,0.7059502320000001,4,0,29,United States,1,Engineering,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.5,1.380950232
220,John Rivera,3.259820275,1.08,0.0,0.05,0.0,1,1,0.329083027,0,0,27,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,1.0,1.379083027
114,Joel Martin,3.564686695,0.64,0.0,0.025,0.0,0,5,0.35104267899999997,0,0,33,United States,0,None,0.0,None,0,0,0.5,1,1.0,1.3760426789999998
396,Herman Henderson,2.484333779,1.62,0.2,0.0,0.1,0,2,0.575374908,0,0,24,United States,2,Engineering,1.0,Club/Intramural,0,0,0.5,1,0.5,1.375374908
300,Brenda Collins,2.58210699,1.34,0.1,0.1,0.0,0,5,0.67336611,3,1,28,United States,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.5,1.37336611
494,Nicole Turbacuski,2.737509231,1.9,0.0,0.05,0.0,0,2,0.319888293,0,1,28,United States,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,1.0,1.369888293
227,Sarah Picard,3.175651608,1.12,0.0,0.1,0.0,0,2,0.7651657409999999,0,1,26,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.3651657409999998
321,August Gray,3.069280408,1.4,0.2,0.025,0.1,0,5,0.536487217,0,0,24,United States,1,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,1.361487217
477,Stanley Morgan,3.213204292,1.9,0.0,0.05,0.0,0,1,0.808263507,2,0,31,United States,1,Humanities,0.6666666666666666,None,0,0,0.5,1,0.5,1.3582635070000002
137,Moises Hill,3.245478765,0.78,0.2,0.0,0.0,0,1,0.657270935,0,0,28,India,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,1.3572709349999998
294,Carl Armstrong,3.1544535369999998,1.32,0.0,0.1,0.0,0,4,0.755799575,2,0,27,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.3557995749999998
373,Joyce Irvin,2.81090955,1.56,0.1,0.025,0.0,0,5,0.228769098,2,1,21,United States,2,Engineering,0.3333333333333333,Club/Intramural,0,0,1.0,1,1.0,1.353769098
302,Angela Duskey,3.8942433939999996,1.34,0.2,0.1,0.1,0,4,0.953761091,0,1,25,United States,2,Quantitative,0.3333333333333333,None,0,0,0.0,1,0.0,1.353761091
274,Daniel Caballero,3.5978172560000004,1.28,0.0,0.025,0.0,0,5,0.8267731190000001,0,0,26,United States,1,Quantitative,1.0,None,0,1,0.5,1,0.5,1.3517731190000002
337,David Nixon,3.093977111,1.44,0.2,0.05,0.0,0,2,1.101041967,0,0,32,United States,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.0,1.351041967
122,Sherry Charpentier,3.347442317,0.7,0.1,0.07500000000000001,0.0,1,5,0.17191926600000002,1,1,31,United States,1,Quantitative,0.3333333333333333,None,0,0,1.0,1,1.0,1.346919266
401,Celia Delaney,3.4754282080000003,1.64,0.0,0.025,0.0,0,5,0.320075818,0,1,26,United States,1,Engineering,0.6666666666666666,None,0,0,1.0,1,1.0,1.345075818
434,Molly Brickell,3.514879876,1.72,0.0,0.1,0.0,1,3,0.244911937,0,1,29,United States,1,Humanities,1.0,NCAA/Professional,0,0,0.5,1,1.0,1.344911937
377,Brian Hendrickson,3.268020374,1.58,0.2,0.025,0.0,1,4,0.619745612,0,0,24,United States,1,Sciences,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.5,1.344745612
285,Michael Kincaid,3.57708027,1.3,0.2,0.0,0.0,0,3,0.6421439489999999,2,0,22,United States,1,Humanities,1.0,Club/Intramural,0,0,0.5,1,0.5,1.342143949
316,Dorothy Howard,3.14837306,1.38,0.0,0.0,0.0,0,4,0.836784328,1,1,30,United States,2,Sciences,0.3333333333333333,Club/Intramural,1,1,1.0,1,0.5,1.336784328
484,Harry Payne,3.018085495,1.9,0.2,0.025,0.1,0,4,0.505321235,0,0,23,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,1.330321235
226,Shirley Soliz,3.3006477860000003,1.12,0.1,0.07500000000000001,0.0,0,2,0.653496944,0,1,24,India,1,Humanities,0.6666666666666666,None,0,0,1.0,1,0.5,1.328496944
144,William Mccluney,2.61584782,-1.08,0.1,0.1,0.0,0,1,0.62734651,1,0,27,Australia,2,Quantitative,0.3333333333333333,Club/Intramural,1,1,1.0,1,0.5,1.32734651
486,David Duey,2.9529747580000003,1.9,0.1,0.0,0.0,0,4,0.7156020120000001,0,0,25,United States,1,Engineering,1.0,Club/Intramural,0,0,1.0,1,0.5,1.315602012
310,Henrietta Craig,3.597537796,1.36,0.0,0.05,0.0,0,3,0.7642313890000001,1,1,29,United States,1,Engineering,0.3333333333333333,None,0,0,0.0,1,0.5,1.3142313890000001
420,Joe Sheppard,3.3871563210000004,1.68,0.1,0.025,0.0,0,4,0.6879618540000001,0,0,29,Canada,2,Quantitative,0.3333333333333333,None,0,0,0.0,1,0.5,1.312961854
99,Donald Necaise,3.0114669419999998,0.56,0.1,0.07500000000000001,0.0,0,3,0.637926733,0,0,24,India,0,None,0.0,None,0,0,0.5,1,0.5,1.312926733
473,Donald Stanford,3.4253771910000004,1.9,0.2,0.05,0.0,0,4,0.558270178,0,0,29,United States,1,Sciences,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.308270178
166,John Grissom,3.4339999999999997,0.92,0.0,0.05,0.1,0,4,0.653,0,0,35,United States,1,Humanities,0.3333333333333333,NCAA/Professional,1,1,0.5,0,0.5,1.303
273,Shelley Aguilar,3.295068235,1.28,0.0,0.1,0.0,0,3,0.698600309,0,1,26,United States,0,None,0.0,None,0,0,0.5,1,0.5,1.298600309
27,Oleta Fulenwider,2.430031744,0.04,0.1,0.05,0.0,0,2,0.648365691,0,1,25,United States,1,Engineering,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.2983656909999999
216,George Conner,3.308395557,1.08,0.2,0.1,0.0,0,4,0.48781553,0,0,28,United States,1,Quantitative,0.3333333333333333,NCAA/Professional,0,0,0.0,1,0.5,1.28781553
395,Marshall Clement,3.847253719,1.62,0.2,0.0,0.0,0,3,0.585753635,4,0,31,United States,1,Quantitative,1.0,None,0,0,0.0,1,0.5,1.2857536349999998
495,Fermin King,2.734937145,1.9,0.1,0.1,0.0,0,3,0.5856121639999999,0,0,22,United States,1,Engineering,0.3333333333333333,None,0,0,0.0,1,0.5,1.2856121639999998
212,Lee Lewis,3.236320619,1.06,0.2,0.1,0.1,0,2,0.385469003,1,0,30,United States,1,Sciences,0.3333333333333333,None,1,1,0.0,1,0.5,1.285469003
204,George Kinard,3.442385106,1.04,0.2,0.025,0.0,0,4,0.559302547,0,0,26,United States,0,None,0.0,None,1,1,0.5,1,0.5,1.284302547
152,William Gagnon,3.257232661,0.86,0.0,0.1,0.0,0,3,0.6829028359999999,3,0,30,United States,1,Quantitative,0.3333333333333333,None,0,0,0.5,1,0.5,1.2829028359999999
492,Olga Kelley,2.830288294,1.9,0.0,0.1,0.0,0,4,0.6806387709999999,0,1,28,United States,2,Humanities,1.0,Club/Intramural,0,0,0.5,1,0.5,1.280638771
183,Catherine Minnerly,2.562640859,0.96,0.0,0.025,0.0,0,2,0.746206337,0,1,30,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.2712063370000002
230,Amy Igbal,3.049332391,1.14,0.0,0.05,0.1,0,6,0.6196765679999999,1,1,21,United States,1,Quantitative,0.6666666666666666,None,0,1,1.0,1,0.5,1.269676568
223,Cheryl Rogers,3.573906885,1.1,0.1,0.07500000000000001,0.0,0,6,0.5943580970000001,2,1,27,United States,1,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,1.269358097
374,Terence Guadalupe,3.639252687,1.58,0.2,0.07500000000000001,0.0,0,1,-0.015952471,0,0,22,United States,1,Humanities,0.6666666666666666,None,0,0,0.5,1,1.0,1.2590475289999998
197,John East,2.621743075,1.02,0.2,0.1,0.0,0,4,0.456452834,0,0,23,Australia,1,Quantitative,0.6666666666666666,NCAA/Professional,0,0,0.0,1,0.5,1.256452834
171,Richard Seit,2.384008702,0.92,0.0,0.0,0.0,0,1,0.7509941729999999,0,0,29,United States,1,Sciences,0.3333333333333333,None,0,0,0.5,1,0.5,1.250994173
44,Tara Smith,3.805504675,0.22,0.2,0.0,0.0,0,5,0.55050188,0,1,37,United States,1,Engineering,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.5,1.2505018799999998
431,Amy Atwell,3.175110526,1.72,0.1,0.07500000000000001,0.0,0,1,0.574519669,0,1,23,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,0.5,1.249519669
141,Robert Dalbec,2.952602484,0.82,0.2,0.025,0.0,0,2,1.023081535,1,0,31,United States,1,Quantitative,0.3333333333333333,None,1,0,0.0,1,0.0,1.248081535
490,Micaela Cox,2.892813771,1.9,0.0,0.07500000000000001,0.0,0,5,0.672331308,0,1,33,United States,1,Sciences,0.3333333333333333,None,0,0,1.0,1,0.5,1.247331308
221,Eddie Baldwin,2.6880798219999997,1.08,0.2,0.07500000000000001,0.0,0,4,0.45789409999999997,4,0,24,Canada,1,Humanities,0.3333333333333333,None,0,0,0.0,1,0.5,1.2328941
116,Andrew Stewart,2.621121586,0.66,0.1,0.05,0.0,0,2,0.579493343,1,0,27,United States,1,Humanities,0.3333333333333333,None,0,0,0.5,1,0.5,1.2294933430000001
19,Melissa Lymon,2.8016072339999996,-0.06,0.2,0.07500000000000001,0.0,0,2,0.453813575,1,1,25,China,1,Humanities,0.3333333333333333,None,0,0,0.0,1,0.5,1.228813575
57,June Crowder,2.906102986,0.3,0.1,0.0,0.0,0,5,0.127873775,0,1,30,United States,1,Humanities,0.6666666666666666,Club/Intramural,1,1,0.0,1,1.0,1.2278737750000002
127,Howard Penland,3.6606157269999997,0.74,0.2,0.1,0.0,0,4,0.425674179,3,0,29,United States,1,Sciences,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.5,1.225674179
368,Jeanette Dupre,3.4660328610000004,1.56,0.0,0.05,0.0,0,1,0.675194558,2,1,28,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,1.225194558
240,Summer Brady,3.335660264,1.16,0.0,0.1,0.0,0,1,0.6194979270000001,0,1,25,United States,2,Engineering,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,1.219497927
38,Brenda Dallas,2.389954569,0.18,0.1,0.05,0.0,0,5,0.5688204029999999,0,1,28,United States,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,0.5,1.218820403
151,Marie Kinkel,3.15788628,0.86,0.1,0.07500000000000001,0.0,0,3,0.541481344,0,1,26,United States,1,Quantitative,0.6666666666666666,NCAA/Professional,0,1,0.5,1,0.5,1.216481344
470,Maria Woolridge,3.5030860969999997,1.9,0.0,0.05,0.0,0,4,0.660718957,0,1,25,United States,1,Humanities,0.3333333333333333,None,0,0,0.5,1,0.5,1.210718957
381,Jane Lechler,3.226469572,1.6,0.0,0.025,0.0,0,1,0.683659235,0,1,30,United States,1,Sciences,0.6666666666666666,None,0,0,0.0,1,0.5,1.208659235
479,Sarah Johnson,3.12588815,1.9,0.1,0.0,0.0,0,4,0.608489155,0,1,26,United States,1,Engineering,1.0,Club/Intramural,0,0,0.0,1,0.5,1.208489155
237,Samuel Calisto,3.459787525,1.16,0.1,0.05,0.0,0,5,0.556900933,0,0,27,United States,0,None,0.0,None,0,0,0.5,1,0.5,1.206900933
121,Katrina Chancellor,2.343654803,0.68,0.1,0.05,0.1,0,2,0.455985195,4,1,22,United States,1,Quantitative,0.3333333333333333,None,0,0,1.0,1,0.5,1.205985195
10,Janice Baker,3.894808965,-0.28,0.1,0.1,0.0,0,4,0.505056353,1,1,32,United States,2,Humanities,0.3333333333333333,None,0,1,0.5,1,0.5,1.2050563529999998
446,Juan Davis,3.0707348260000003,1.76,0.2,0.05,0.0,0,1,0.452034845,0,0,21,United States,2,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,1.202034845
412,Sylvester Mcmath,2.437075551,1.66,0.0,0.025,0.0,0,3,0.674289076,0,0,28,United States,1,Quantitative,0.3333333333333333,None,0,0,0.0,1,0.5,1.199289076
409,Stewart Brown,3.361794065,1.66,0.1,0.025,0.0,0,3,0.573886185,0,0,21,United States,1,Engineering,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.5,1.198886185
18,Shirley Morrison,3.088070956,-0.08,0.0,0.1,0.0,1,3,0.595750084,0,0,23,United States,1,Quantitative,0.6666666666666666,None,0,0,0.0,1,0.5,1.195750084
195,Rose Cardone,2.263252386,1.02,0.0,0.1,0.0,0,2,0.595182622,0,1,29,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,1.195182622
366,Judith Smith,3.445617795,1.54,0.1,0.07500000000000001,0.0,0,0,0.5191782420000001,0,1,24,United States,0,None,0.0,None,0,0,0.0,1,0.5,1.194178242
53,Melissa Fields,2.853393137,0.28,0.1,0.0,0.0,0,4,0.593074475,0,1,27,Canada,1,Humanities,1.0,None,0,0,0.5,1,0.5,1.193074475
370,Ronald Nikas,2.848725892,1.56,0.1,0.07500000000000001,0.0,1,4,0.517003318,0,0,28,United States,1,Humanities,0.3333333333333333,None,0,0,0.5,1,0.5,1.192003318
140,James Espy,2.111314465,0.82,0.1,0.0,0.0,0,3,0.590042353,0,0,26,United States,1,Quantitative,0.3333333333333333,None,0,0,0.5,1,0.5,1.190042353
170,Yvette Lawson,3.093317846,0.92,0.0,0.0,0.0,0,3,0.688061238,4,1,29,China,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,1.188061238
307,Williams Bauman,3.01763637,1.34,0.1,0.025,0.0,0,5,0.557469581,2,0,23,Australia,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,1.1824695809999999
363,Jose Swinney,2.7045318010000003,1.54,0.1,0.05,0.1,0,3,0.428015796,2,0,32,United States,1,Sciences,0.3333333333333333,NCAA/Professional,0,0,0.5,1,0.5,1.178015796
487,Rick Cultice,2.932537463,1.9,0.0,0.025,0.0,0,5,0.651020577,0,0,30,United States,2,Quantitative,1.0,None,0,0,0.5,1,0.5,1.176020577
12,Ray Cogan,3.5684174239999997,-0.22,0.2,0.1,0.0,1,1,0.374790443,2,0,26,United States,1,Engineering,0.6666666666666666,None,0,0,1.0,1,0.5,1.174790443
261,Ralph Pryor,2.9336686910000003,1.22,0.0,0.05,0.0,0,1,0.622454876,0,0,37,United States,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,0.5,1.1724548760000002
483,Robert Wiseman,3.031997112,1.9,0.1,0.07500000000000001,0.0,0,2,0.49158346700000005,0,0,24,United States,2,Humanities,1.0,None,0,0,1.0,1,0.5,1.1665834670000002
59,Melanie Seibel,3.6177468960000003,0.32,0.1,0.05,0.0,0,2,0.515706574,3,1,29,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.5,1.165706574
325,Penny Rose,3.589772532,1.42,0.0,0.05,0.0,0,5,0.615224456,0,1,28,United States,1,Quantitative,0.3333333333333333,None,0,0,0.5,1,0.5,1.165224456
154,Anthony Harris,2.623112759,0.88,0.1,0.0,0.0,0,1,0.564501035,1,0,29,United States,1,Engineering,0.3333333333333333,None,0,1,0.5,1,0.5,1.164501035
158,Norman Froneberger,3.9379105219999997,0.88,0.2,0.1,0.0,1,4,0.8637304379999999,2,0,27,India,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.0,1.163730438
355,Larry Roy,2.7459187110000003,1.52,0.0,0.0,0.0,0,3,0.65810078,0,0,24,United States,1,Quantitative,0.6666666666666666,None,0,0,0.0,1,0.5,1.15810078
147,Ted Thurman,2.511456952,0.86,0.0,0.0,0.0,0,4,0.6577592320000001,0,0,24,China,1,Quantitative,1.0,None,0,0,0.5,1,0.5,1.157759232
448,Tory Allen,2.621574306,1.76,0.0,0.1,0.0,0,4,0.557533022,0,0,21,United States,1,Engineering,1.0,None,0,0,0.0,1,0.5,1.157533022
410,Ryan Jones,2.588417918,1.66,0.1,0.025,0.1,0,2,0.93243626,0,0,22,United States,1,Sciences,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.0,1.15743626
386,John Terhune,3.411861177,1.6,0.2,0.025,0.0,0,3,-0.069777647,0,0,22,United States,1,Quantitative,0.3333333333333333,Club/Intramural,0,0,0.5,1,1.0,1.155222353
387,Arthur Salazar,2.787904534,1.6,0.1,0.05,0.0,0,2,1.0033569740000001,0,0,28,India,1,Engineering,0.3333333333333333,NCAA/Professional,0,0,0.5,1,0.0,1.1533569740000003
146,Dennis Allen,2.675702133,0.84,0.2,0.07500000000000001,0.0,0,3,0.37720815799999996,1,0,23,United States,1,Sciences,0.6666666666666666,None,1,1,0.0,1,0.5,1.152208158
88,James Boggess,3.419434882,0.52,0.2,0.07500000000000001,0.1,0,3,0.27544628600000004,0,0,25,India,1,Quantitative,0.6666666666666666,None,0,0,0.0,1,0.5,1.150446286
49,Samuel Coleman,2.909588607,0.24,0.2,0.07500000000000001,0.0,0,5,0.373059645,0,0,32,United States,0,None,0.0,None,0,0,1.0,1,0.5,1.148059645
482,Doug Miley,3.1017508960000004,1.9,0.0,0.07500000000000001,0.0,0,3,0.571857587,0,0,37,United States,1,Sciences,0.6666666666666666,NCAA/Professional,0,0,0.0,1,0.5,1.146857587
383,John Courser,3.0659376710000004,1.6,0.0,0.05,0.0,0,4,0.596780898,2,0,25,United States,2,Quantitative,0.6666666666666666,NCAA/Professional,1,1,0.0,1,0.5,1.146780898
210,Kelley Rottenberg,3.868362868,1.06,0.2,0.0,0.0,0,3,0.436369323,0,1,28,India,1,Quantitative,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.5,1.1363693229999998
145,Marie Mendoza,3.506396464,0.84,0.1,0.025,0.0,0,3,0.511120285,0,1,22,United States,1,Humanities,1.0,None,0,0,0.5,1,0.5,1.136120285
34,Johnny Matthews,3.295731963,0.14,0.2,0.07500000000000001,0.0,0,3,0.360168365,0,0,42,United States,1,Quantitative,1.0,Club/Intramural,0,0,1.0,1,0.5,1.135168365
258,John Percell,2.598802872,1.22,0.0,0.025,0.0,0,3,0.107009459,0,0,27,China,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,1.0,1.1320094589999998
48,Jean Brown,3.035104436,0.24,0.2,0.07500000000000001,0.0,0,5,0.35687899,0,0,36,United States,1,Sciences,0.3333333333333333,None,0,0,1.0,1,0.5,1.1318789900000001
164,Donna Vermillion,3.234190967,0.92,0.1,0.1,0.1,0,4,0.327583312,0,1,33,United States,1,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,1.127583312
165,Carl Kimbrough,2.607489153,0.92,0.1,0.1,0.0,0,1,0.425603866,4,0,27,China,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,1.125603866
341,Christine Gump,3.06852169,1.46,0.0,0.05,0.0,0,5,1.070611426,0,1,28,United States,1,Sciences,0.6666666666666666,None,0,0,1.0,1,0.0,1.120611426
132,Mario Gallegos,3.522877682,0.76,0.1,0.1,0.0,0,4,0.42035157799999995,0,0,23,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.120351578
330,Jesse Adams,3.273571487,1.42,0.2,0.05,0.0,1,3,0.866513937,0,0,31,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,0.0,1.1165139370000001
76,Martin Applin,3.731543877,0.44,0.2,0.05,0.0,0,4,0.362922663,1,0,26,United States,2,Humanities,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.5,1.112922663
71,Oscar Jenkins,3.9725860969999998,0.42,0.2,0.05,0.1,1,2,0.26028941899999997,0,0,22,United States,2,Engineering,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,1.1102894189999999
58,Jared Gordon,2.91007031,0.32,0.2,0.07500000000000001,0.0,0,4,0.33077517300000003,2,0,23,United States,0,None,0.0,None,0,0,0.5,1,0.5,1.105775173
235,Inez Mason,3.365190961,1.16,0.0,0.0,0.0,0,6,0.602948735,0,1,22,United States,1,Sciences,1.0,Club/Intramural,0,0,0.5,1,0.5,1.102948735
445,John Kaufman,3.833153774,1.76,0.2,0.1,0.0,0,5,0.798617192,0,0,27,United States,1,Engineering,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.0,1.098617192
106,Marshall Smith,3.435171687,0.6,0.2,0.025,0.0,0,3,0.371989911,0,0,28,United States,0,None,0.0,None,0,0,0.0,1,0.5,1.096989911
502,Kum Milone,2.4980570330000003,1.9,0.1,0.0,0.0,0,1,0.49679594899999996,0,1,29,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.5,1.0967959489999999
5,Kathlene Carner,4.063397659,-0.46,0.1,0.1,0.0,1,4,0.39205537799999995,3,1,28,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.092055378
267,Ruth Almen,2.607753605,1.26,0.1,0.025,0.0,0,2,0.46570326,0,1,22,United States,1,Quantitative,0.3333333333333333,None,0,0,0.0,1,0.5,1.09070326
80,Doris Cox,3.1428019989999996,0.48,0.1,0.1,0.0,0,0,0.388000154,2,1,29,United States,1,Sciences,0.3333333333333333,None,0,0,1.0,1,0.5,1.088000154
178,Robert Henderson,3.532442385,0.96,0.1,0.07500000000000001,0.0,0,3,0.40164506899999997,0,0,28,Canada,1,Humanities,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.5,1.076645069
239,Julie Morales,3.6781919189999996,1.16,0.0,0.05,0.1,0,1,0.41893012,2,1,31,United States,1,Engineering,0.6666666666666666,Club/Intramural,1,1,0.5,1,0.5,1.06893012
399,Evelyn Brown,2.778517036,1.62,0.0,0.025,0.0,0,3,0.541956609,0,1,23,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.5,1.066956609
61,Arthur Valdez,3.253157245,0.34,0.2,0.05,0.0,0,4,0.313525058,0,0,29,United States,1,Sciences,0.3333333333333333,None,0,0,0.5,1,0.5,1.063525058
108,Shirley Garden,2.697703901,0.6,0.0,0.05,0.1,0,5,0.406900837,0,1,24,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,1.0569008370000001
378,Tomas Mcloughlin,3.891292105,1.58,0.2,0.1,0.0,0,3,0.255992712,4,0,23,United States,2,Engineering,1.0,None,0,0,0.5,1,0.5,1.0559927120000001
45,Dennis Cummings,2.601599664,0.22,0.1,0.0,0.0,0,3,0.449563131,2,0,26,United States,1,Sciences,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.5,1.049563131
63,Judith Luna,2.9131655569999997,0.34,0.0,0.0,0.0,0,3,0.5495404979999999,1,1,21,United States,1,Engineering,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.0495404979999998
29,Henrietta Wiggs,2.2640989940000003,0.08,0.2,0.025,0.1,0,3,0.218064405,0,1,35,United States,1,Humanities,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.5,1.043064405
125,Amanda Roeber,3.4061497789999997,0.72,0.2,0.05,0.0,0,2,0.288920491,0,1,25,United States,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.5,1.038920491
203,Clark Weiler,3.71514545,1.04,0.1,0.07500000000000001,0.0,0,1,0.358225576,2,0,23,United States,0,None,0.0,None,0,0,0.5,1,0.5,1.033225576
338,Harold Merklein,3.3078637110000004,1.44,0.0,0.07500000000000001,0.0,0,0,0.45624097399999997,0,0,29,United States,2,Sciences,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,1.031240974
504,Charles Tapia,2.320525833,1.9,0.2,0.07500000000000001,0.0,0,0,0.25278471399999997,0,0,24,United States,2,Humanities,1.0,None,0,0,0.5,1,0.5,1.027784714
